subset_id,elevation_mask_integer,azimuth_mask_integer,I_e_global,I_a_global,sequential_channel_ids,B_e,B_a,B_out,MAC_el,MAC_az,MAC_total,output_channel_count,output_bytes_complex_double,weight_memory_bytes,estimated_data_movement_bytes,incremental_cost_over_conventional,eta_design,eta_validation,eta_holdout,eta_parent_relative,worst_design_scenario_id,worst_validation_scenario_id,worst_holdout_scenario_id,minimum_whitening_rank,minimum_manifold_rank,minimum_fim_rank,data_processing_violation_count,runtime,offline_subset_design_runtime,status,covariance_decomposition_count,whitener_eigendecomposition_count,fim_evaluation_count,generalized_eigenvalue_evaluation_count,measured_online_dbf_runtime
RECT_E16_A10,16,10,5,2;4,10;20,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2449295,0.2449295,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E16_A11,16,11,5,1;2;4,5;10;20,1,3,3,2080,195,2275,3,48,99840,33328,130,1.3343944158362e-10,1.58847048508823e-05,4.4073819795023e-10,1.33439285817483e-10,D0191,V0270,H0085,3,2,4,0,0.243962,0.243962,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E16_A12,16,12,5,3;4,15;20,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2589156,0.2589156,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E16_A13,16,13,5,1;3;4,5;15;20,1,3,3,2080,195,2275,3,48,99840,33328,130,1.37207020473238e-10,1.81730491890146e-05,2.15090500660774e-11,1.37207003281419e-10,D0191,V0270,H0129,3,2,4,0,0.2392916,0.2392916,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E16_A14,16,14,5,2;3;4,10;15;20,1,3,3,2080,195,2275,3,48,99840,33328,130,1.53884996816818e-10,2.05065715979685e-05,5.10206052322306e-10,1.53885439544258e-10,D0191,V0090,H0085,3,2,4,0,0.2453381,0.2453381,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E16_A15,16,15,5,1;2;3;4,5;10;15;20,1,4,4,2080,260,2340,4,64,133120,33344,195,2.4608300682722e-08,2.27504534938517e-05,4.36627299875932e-08,2.67948980104099e-08,D0190,V0084,H0085,4,2,4,0,0.2537555,0.2537555,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E16_A16,16,16,5,5,25,1,1,1,2080,65,2145,1,16,33280,33296,0,0,0,0,0,D0001,V0001,H0001,1,1,0,0,0.1568027,0.1568027,SUBSET_WHITENING_RANK_INSUFFICIENT,2,2,1184,2368,2.1703125e-06
RECT_E16_A17,16,17,5,1;5,5;25,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.244532,0.244532,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E16_A18,16,18,5,2;5,10;25,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,2,0,0.2389956,0.2389956,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E16_A19,16,19,5,1;2;5,5;10;25,1,3,3,2080,195,2275,3,48,99840,33328,130,1.48465889805197e-10,1.80681038142355e-05,3.55410514268003e-10,1.48466042066211e-10,D0191,V0270,H0085,3,2,4,0,0.2428893,0.2428893,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E16_A20,16,20,5,3;5,15;25,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2447508,0.2447508,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E16_A21,16,21,5,1;3;5,5;15;25,1,3,3,2080,195,2275,3,48,99840,33328,130,1.54966846559502e-10,1.93443334729337e-05,8.39565377566958e-12,1.54967010498203e-10,D0191,V0090,H0053,3,2,4,0,0.2407311,0.2407311,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E16_A22,16,22,5,2;3;5,10;15;25,1,3,3,2080,195,2275,3,48,99840,33328,130,1.6113049227345e-10,1.80814194969577e-05,5.35756388672937e-10,1.61130807609343e-10,D0191,V0018,H0085,3,2,4,0,0.2438471,0.2438471,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E16_A23,16,23,5,1;2;3;5,5;10;15;25,1,4,4,2080,260,2340,4,64,133120,33344,195,1.14126223825981e-07,2.1105621244438e-05,4.87824254830652e-08,1.23971220750232e-07,D0064,V0114,H0085,4,2,4,0,0.2473122,0.2473122,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E16_A24,16,24,5,4;5,20;25,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2592116,0.2592116,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E16_A25,16,25,5,1;4;5,5;20;25,1,3,3,2080,195,2275,3,48,99840,33328,130,1.47547941940642e-10,1.79729137244509e-05,4.43137708878563e-10,1.47547818230451e-10,D0191,V0018,H0085,3,2,4,0,0.2401035,0.2401035,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E16_A26,16,26,5,2;4;5,10;20;25,1,3,3,2080,195,2275,3,48,99840,33328,130,1.26584978115511e-10,1.58102212084988e-05,6.3643928333549e-10,1.26584730616805e-10,D0191,V0018,H0085,3,2,4,0,0.245058,0.245058,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E16_A27,16,27,5,1;2;4;5,5;10;20;25,1,4,4,2080,260,2340,4,64,133120,33344,195,3.86344107401416e-08,2.05779972997588e-05,1.88910318790795e-07,4.19647266418241e-08,D0064,V0114,H0085,4,2,4,0,0.2519811,0.2519811,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E16_A28,16,28,5,3;4;5,15;20;25,1,3,3,2080,195,2275,3,48,99840,33328,130,6.66175364893384e-11,1.3520575867289e-05,1.83624483525174e-11,6.66175316406292e-11,D0191,V0018,H0028,3,2,4,0,0.2474689,0.2474689,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E16_A29,16,29,5,1;3;4;5,5;15;20;25,1,4,4,2080,260,2340,4,64,133120,33344,195,9.9671351060767e-08,2.10317676910017e-05,4.22167972631515e-07,1.08270448350355e-07,D0064,V0114,H0085,4,2,4,0,0.2860266,0.2860266,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E16_A30,16,30,5,2;3;4;5,10;15;20;25,1,4,4,2080,260,2340,4,64,133120,33344,195,1.34258673748175e-07,2.2952414498161e-05,7.41615978851849e-07,1.46116445180391e-07,D0448,V0114,H0085,4,2,4,0,0.2542505,0.2542505,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E16_A31,16,31,5,1;2;3;4;5,5;10;15;20;25,1,5,5,2080,325,2405,5,80,166400,33360,260,2.55728170132767e-06,5.84646793568534e-05,3.91022757742933e-06,2.78449538043592e-06,D0190,V0114,H0085,5,2,4,0,0.2505755,0.2505755,FIM_SCENARIO_VALID,2,2,1184,2368,2.116015625e-06
RECT_E17_A01,17,1,1;5,1,1;5,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2545938,0.2545938,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E17_A02,17,2,1;5,2,6;10,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2361746,0.2361746,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E17_A03,17,3,1;5,1;2,1;5;6;10,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000504484063529894,0.0787527965693001,0.000825990056761442,0.000594731579777136,D0280,V0270,H0041,4,2,4,0,0.2346097,0.2346097,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E17_A04,17,4,1;5,3,11;15,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2399964,0.2399964,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E17_A05,17,5,1;5,1;3,1;5;11;15,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000342670633482617,0.0892286168301101,0.000869115044993129,0.000383590935180896,D0272,V0270,H0041,4,2,4,0,0.3017183,0.3017183,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E17_A06,17,6,1;5,2;3,6;10;11;15,2,2,4,4160,260,4420,4,64,133120,33344,2275,8.41440604601979e-05,0.149250479419551,7.20427925582611e-05,8.41441298143041e-05,D0189,V0266,H0085,4,2,4,0,0.2954589,0.2954589,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E17_A07,17,7,1;5,1;2;3,1;5;6;10;11;15,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00405678875951211,0.49276001758753,0.00626828477648899,0.0044192102646118,D0446,V0176,H0085,6,2,4,0,0.2795833,0.2795833,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E17_A08,17,8,1;5,4,16;20,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2807745,0.2807745,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E17_A09,17,9,1;5,1;4,1;5;16;20,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000121839850410783,0.0970391051459674,9.20404240459118e-05,0.000121839950737403,D0189,V0266,H0085,4,2,4,0,0.2918054,0.2918054,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E17_A10,17,10,1;5,2;4,6;10;16;20,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.63612221504716e-05,0.18762438373643,0.000565653066368925,1.6361222248514e-05,D0061,V0014,H0085,4,2,4,0,0.298303,0.298303,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E17_A11,17,11,1;5,1;2;4,1;5;6;10;16;20,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00457187497340017,0.463759082246427,0.00644838534473981,0.00498016085282741,D0446,V0176,H0085,6,2,4,0,0.2751642,0.2751642,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E17_A12,17,12,1;5,3;4,11;15;16;20,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000148356071640948,0.148085238298014,0.000563586355138524,0.000148356192107356,D0573,V0014,H0041,4,2,4,0,0.2530161,0.2530161,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E17_A13,17,13,1;5,1;3;4,1;5;11;15;16;20,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00512903039128228,0.456707773265918,0.0065280337707064,0.00558704621522429,D0446,V0176,H0085,6,2,4,0,0.2516666,0.2516666,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E17_A14,17,14,1;5,2;3;4,6;10;11;15;16;20,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00584163408639564,0.474760728061976,0.006538125299547,0.00636328399937952,D0190,V0176,H0085,6,2,4,0,0.2839575,0.2839575,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E17_A15,17,15,1;5,1;2;3;4,1;5;6;10;11;15;16;20,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00618277582292515,0.545771901566649,0.00655110193019276,0.00673482572466476,D0190,V0176,H0085,8,2,4,0,0.2575266,0.2575266,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E17_A16,17,16,1;5,5,21;25,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2516843,0.2516843,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E17_A17,17,17,1;5,1;5,1;5;21;25,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.68984451230743e-05,0.0975076530890431,0.000276580697420705,1.75205005420837e-05,D0062,V0014,H0041,4,2,4,0,0.2569511,0.2569511,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E17_A18,17,18,1;5,2;5,6;10;21;25,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000183088985818609,0.0960454075405278,0.000309846198869029,0.000192423386000657,D0574,V0014,H0041,4,2,4,0,0.2497751,0.2497751,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E17_A19,17,19,1;5,1;2;5,1;5;6;10;21;25,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00507601252442975,0.425925865409801,0.0062564828668066,0.00552929935302905,D0446,V0176,H0085,6,2,4,0,0.2642481,0.2642481,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E17_A20,17,20,1;5,3;5,11;15;21;25,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000344676035335487,0.0886973630076359,0.000460426108406573,0.000407091540072427,D0536,V0014,H0041,4,2,4,0,0.264032,0.264032,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E17_A21,17,21,1;5,1;3;5,1;5;11;15;21;25,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00548960803487041,0.433387935914167,0.00615991323112541,0.00597990400223439,D0190,V0176,H0085,6,2,4,0,0.2477659,0.2477659,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E17_A22,17,22,1;5,2;3;5,6;10;11;15;21;25,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00511205109383283,0.457827372954135,0.0059516358289568,0.00556863497175269,D0190,V0212,H0085,6,2,4,0,0.2490673,0.2490673,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E17_A23,17,23,1;5,1;2;3;5,1;5;6;10;11;15;21;25,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00626507457808433,0.547856917547224,0.00632248055976848,0.0068244467431976,D0190,V0176,H0085,8,2,4,0,0.2710623,0.2710623,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E17_A24,17,24,1;5,4;5,16;20;21;25,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000511328422459194,0.0784777344153951,0.000669841589095674,0.000602938068523876,D0536,V0018,H0041,4,2,4,0,0.2544153,0.2544153,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E17_A25,17,25,1;5,1;4;5,1;5;16;20;21;25,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00506068219670749,0.426694853566637,0.00584495136507607,0.00551268465176102,D0190,V0212,H0085,6,2,4,0,0.2484348,0.2484348,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E17_A26,17,26,1;5,2;4;5,6;10;16;20;21;25,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00455102104484274,0.465075301567125,0.00544450259930495,0.00495748997534828,D0190,V0212,H0085,6,2,4,0,0.2563162,0.2563162,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E17_A27,17,27,1;5,1;2;4;5,1;5;6;10;16;20;21;25,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00628354981733122,0.549324434506548,0.00653882157527658,0.00683656526181565,D0062,V0176,H0085,8,2,4,0,0.254954,0.254954,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E17_A28,17,28,1;5,3;4;5,11;15;16;20;21;25,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00402656837591262,0.49455469148908,0.00487916986976618,0.00438620320507304,D0190,V0212,H0085,6,2,4,0,0.2591775,0.2591775,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E17_A29,17,29,1;5,1;3;4;5,1;5;11;15;16;20;21;25,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00634683193548565,0.548897829881831,0.0070613587656486,0.0069136174390324,D0446,V0176,H0085,8,2,4,0,0.2783325,0.2783325,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E17_A30,17,30,1;5,2;3;4;5,6;10;11;15;16;20;21;25,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00626078849021724,0.548331230866236,0.00798990273037574,0.00681984041975828,D0446,V0176,H0085,8,2,4,0,0.2662219,0.2662219,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E17_A31,17,31,1;5,1;2;3;4;5,1;5;6;10;11;15;16;20;21;25,2,5,10,4160,650,4810,10,160,332800,33440,2665,0.014018734530574,0.558863814258665,0.015054805888103,0.0152684120161506,D0190,V0176,H0085,10,2,4,0,0.312296,0.312296,FIM_SCENARIO_VALID,2,2,1184,2368,3.946484375e-06
RECT_E18_A01,18,1,2;5,1,2;5,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.293732,0.293732,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E18_A02,18,2,2;5,2,7;10,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2685629,0.2685629,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E18_A03,18,3,2;5,1;2,2;5;7;10,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000542511828443671,0.0803375085928182,0.000858805609518305,0.000639575268736424,D0152,V0270,H0041,4,2,4,0,0.2952053,0.2952053,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E18_A04,18,4,2;5,3,12;15,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2853222,0.2853222,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E18_A05,18,5,2;5,1;3,2;5;12;15,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000365468032582522,0.0912384316025396,0.000895457655628938,0.000365468333808603,D0189,V0270,H0041,4,2,4,0,0.2564474,0.2564474,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E18_A06,18,6,2;5,2;3,7;10;12;15,2,2,4,4160,260,4420,4,64,133120,33344,2275,7.9746264654806e-05,0.152516799628294,7.22763909205975e-05,7.97463304347587e-05,D0189,V0266,H0085,4,2,4,0,0.2567685,0.2567685,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E18_A07,18,7,2;5,1;2;3,2;5;7;10;12;15,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00390962974382537,0.526382534912839,0.00617328168012882,0.00425815500501226,D0446,V0032,H0085,6,2,4,0,0.2827036,0.2827036,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E18_A08,18,8,2;5,4,17;20,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2535482,0.2535482,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E18_A09,18,9,2;5,1;4,2;5;17;20,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000115358588706103,0.0993409554426434,9.20964265736582e-05,0.000115358683860557,D0189,V0266,H0085,4,2,4,0,0.2599299,0.2599299,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E18_A10,18,10,2;5,2;4,7;10;17;20,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.60827855671891e-05,0.191989491661346,0.000560112828145948,1.60827862066553e-05,D0061,V0014,H0085,4,2,4,0,0.2824091,0.2824091,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E18_A11,18,11,2;5,1;2;4,2;5;7;10;17;20,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00440464422363751,0.498905628494328,0.00635091613472179,0.00479724078635323,D0446,V0176,H0085,6,2,4,0,0.3183653,0.3183653,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E18_A12,18,12,2;5,3;4,12;15;17;20,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.00014350377194922,0.151402763470197,0.000604119961171886,0.000143503871513322,D0445,V0014,H0041,4,2,4,0,0.2439366,0.2439366,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E18_A13,18,13,2;5,1;3;4,2;5;12;15;17;20,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00494106870103099,0.489944360076647,0.00642972420976917,0.00538147799916838,D0446,V0176,H0085,6,2,4,0,0.2901434,0.2901434,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E18_A14,18,14,2;5,2;3;4,7;10;12;15;17;20,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00563105958038967,0.507639272570356,0.0064406227201583,0.00613287149186002,D0190,V0176,H0085,6,2,4,0,0.2757313,0.2757313,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E18_A15,18,15,2;5,1;2;3;4,2;5;7;10;12;15;17;20,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00595844136096444,0.584813773110643,0.00645294853969082,0.00648939996380988,D0190,V0176,H0085,8,2,4,0,0.2617559,0.2617559,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E18_A16,18,16,2;5,5,22;25,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2863719,0.2863719,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E18_A17,18,17,2;5,1;5,2;5;22;25,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.72326183259533e-05,0.0999662941862939,0.000285355094517589,1.72326189295609e-05,D0061,V0014,H0041,4,2,4,0,0.2725793,0.2725793,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E18_A18,18,18,2;5,2;5,7;10;22;25,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000185296250866496,0.0983992255920259,0.000331583331698548,0.000185296396743737,D0445,V0014,H0041,4,2,4,0,0.2898042,0.2898042,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E18_A19,18,19,2;5,1;2;5,2;5;7;10;22;25,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00489047568351808,0.45725398604626,0.0061632564477889,0.00532637787028022,D0446,V0176,H0085,6,2,4,0,0.2586478,0.2586478,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E18_A20,18,20,2;5,3;5,12;15;22;25,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000371767198071211,0.0906515984227508,0.000504368784545972,0.000383557202707739,D0408,V0014,H0041,4,2,4,0,0.2709158,0.2709158,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E18_A21,18,21,2;5,1;3;5,2;5;12;15;22;25,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00529290648810913,0.463197458969506,0.00606882244091248,0.00576462864090346,D0190,V0176,H0085,6,2,4,0,0.2820136,0.2820136,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E18_A22,18,22,2;5,2;3;5,7;10;12;15;22;25,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00492987728478828,0.490787161857074,0.00586510303681679,0.00536924432607996,D0190,V0212,H0085,6,2,4,0,0.2723768,0.2723768,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E18_A23,18,23,2;5,1;2;3;5,2;5;7;10;12;15;22;25,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00603800569368433,0.586502909379667,0.00622722321870568,0.00657604038913732,D0190,V0103,H0085,8,2,4,0,0.2529126,0.2529126,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E18_A24,18,24,2;5,4;5,17;20;22;25,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000547688826451338,0.0800609070289499,0.000741296457510758,0.00064578406382021,D0408,V0014,H0041,4,2,4,0,0.2718896,0.2718896,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E18_A25,18,25,2;5,1;4;5,2;5;17;20;22;25,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00488016413754866,0.457728278962284,0.00575943055492731,0.00531510328054507,D0190,V0212,H0085,6,2,4,0,0.2530151,0.2530151,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E18_A26,18,26,2;5,2;4;5,7;10;17;20;22;25,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00438952951020454,0.499975969872294,0.00536659837513644,0.00478073277835063,D0190,V0212,H0085,6,2,4,0,0.2620672,0.2620672,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E18_A27,18,27,2;5,1;2;4;5,2;5;7;10;17;20;22;25,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00616560831040089,0.586557684402681,0.0064396427936633,0.00670332743709351,D0062,V0103,H0085,8,2,4,0,0.2467763,0.2467763,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E18_A28,18,28,2;5,3;4;5,12;15;17;20;22;25,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00388421271327494,0.526072171590291,0.00481073612633011,0.00423039783920669,D0190,V0252,H0085,6,2,4,0,0.2560538,0.2560538,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E18_A29,18,29,2;5,1;3;4;5,2;5;12;15;17;20;22;25,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00611900468289016,0.586580719523405,0.00695397394922565,0.00666434123811962,D0446,V0103,H0085,8,2,4,0,0.2588487,0.2588487,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E18_A30,18,30,2;5,2;3;4;5,7;10;12;15;17;20;22;25,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00603381292503014,0.586748305318598,0.00786761480621737,0.0065715550025146,D0446,V0103,H0085,8,2,4,0,0.2539693,0.2539693,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E18_A31,18,31,2;5,1;2;3;4;5,2;5;7;10;12;15;17;20;22;25,2,5,10,4160,650,4810,10,160,332800,33440,2665,0.0135121022853604,0.58679314866749,0.0148407313165476,0.0147151113868131,D0190,V0103,H0085,10,2,4,0,0.2664052,0.2664052,FIM_SCENARIO_VALID,2,2,1184,2368,3.946484375e-06
RECT_E19_A01,19,1,1;2;5,1,1;2;5,3,1,3,6240,195,6435,3,48,99840,33328,4290,1.23086577173454e-11,7.79213654947304e-10,4.08254551106348e-12,1.42996829884822e-11,D0032,V0102,H0194,3,2,4,0,0.2512303,0.2512303,FIM_SCENARIO_VALID,2,2,1184,2368,5.4916015625e-06
RECT_E19_A02,19,2,1;2;5,2,6;7;10,3,1,3,6240,195,6435,3,48,99840,33328,4290,0,3.19816757960372e-09,2.49821623814465e-11,0,D0513,V0036,H0072,3,2,3,0,0.2608964,0.2608964,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,5.4916015625e-06
