subset_id,elevation_mask_integer,azimuth_mask_integer,I_e_global,I_a_global,sequential_channel_ids,B_e,B_a,B_out,MAC_el,MAC_az,MAC_total,output_channel_count,output_bytes_complex_double,weight_memory_bytes,estimated_data_movement_bytes,incremental_cost_over_conventional,eta_design,eta_validation,eta_holdout,eta_parent_relative,worst_design_scenario_id,worst_validation_scenario_id,worst_holdout_scenario_id,minimum_whitening_rank,minimum_manifold_rank,minimum_fim_rank,data_processing_violation_count,runtime,offline_subset_design_runtime,status,covariance_decomposition_count,whitener_eigendecomposition_count,fim_evaluation_count,generalized_eigenvalue_evaluation_count,measured_online_dbf_runtime
RECT_E26_A21,26,21,2;4;5,1;3;5,2;4;5;12;14;15;22;24;25,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.349093003129101,0.549548464563772,0.366046283812786,0.423693077439469,D0414,V0234,H0041,9,2,4,0,0.2967357,0.2967357,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E26_A22,26,22,2;4;5,2;3;5,7;9;10;12;14;15;22;24;25,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.319478506606947,0.570358228243693,0.339726384082798,0.388074702134248,D0158,V0014,H0041,9,2,4,0,0.2746027,0.2746027,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E26_A23,26,23,2;4;5,1;2;3;5,2;4;5;7;9;10;12;14;15;22;24;25,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.406529772227104,0.659620457250076,0.419106793740446,0.472811929107473,D0030,V0198,H0165,12,2,4,0,0.266588,0.266588,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E26_A24,26,24,2;4;5,4;5,17;19;20;22;24;25,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000680973151339858,0.0870144488520465,0.000833244730523776,0.00080282520136799,D0408,V0014,H0041,6,2,4,0,0.2685077,0.2685077,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E26_A25,26,25,2;4;5,1;4;5,2;4;5;17;19;20;22;24;25,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.318119007192232,0.543519392790858,0.337268688672294,0.386416383415157,D0158,V0014,H0041,9,2,4,0,0.2679819,0.2679819,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E26_A26,26,26,2;4;5,2;4;5,7;9;10;17;19;20;22;24;25,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.282404282628435,0.570487458051637,0.304174516232225,0.343028009649574,D0158,V0014,H0041,9,2,4,0,0.3047749,0.3047749,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E26_A27,26,27,2;4;5,1;2;4;5,2;4;5;7;9;10;17;19;20;22;24;25,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.401034046850041,0.656621485343416,0.416780500432774,0.46491030271123,D0008,V0198,H0144,12,2,4,0,0.2921074,0.2921074,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E26_A28,26,28,2;4;5,3;4;5,12;14;15;17;19;20;22;24;25,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.244777702402357,0.579893842283129,0.267460886081055,0.297291926255543,D0158,V0054,H0041,9,2,4,0,0.2885035,0.2885035,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E26_A29,26,29,2;4;5,1;3;4;5,2;4;5;12;14;15;17;19;20;22;24;25,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.406757466956346,0.65937997509681,0.408629287815018,0.47299146494536,D0030,V0198,H0144,12,2,4,0,0.2658026,0.2658026,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E26_A30,26,30,2;4;5,2;3;4;5,7;9;10;12;14;15;17;19;20;22;24;25,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.419551143683631,0.663990727682745,0.421335171598985,0.490855240479013,D0536,V0270,H0144,12,2,4,0,0.2797016,0.2797016,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E26_A31,26,31,2;4;5,1;2;3;4;5,2;4;5;7;9;10;12;14;15;17;19;20;22;24;25,3,5,15,6240,975,7215,15,240,499200,33520,5070,0.818296653981442,0.854740367122642,0.831715064339761,0.914770324105075,D0286,V0050,H0230,15,2,4,0,0.2999822,0.2999822,FIM_SCENARIO_VALID,2,2,1184,2368,6.0689453125e-06
RECT_E27_A01,27,1,1;2;4;5,1,1;2;4;5,4,1,4,8320,260,8580,4,64,133120,33344,6435,2.05375580404377e-07,0.000825633528942862,3.53358526950617e-06,2.44702794809288e-07,D0160,V0050,H0041,4,2,4,0,0.2537914,0.2537914,FIM_SCENARIO_VALID,2,2,1184,2368,6.893359375e-06
RECT_E27_A02,27,2,1;2;4;5,2,6;7;9;10,4,1,4,8320,260,8580,4,64,133120,33344,6435,1.31099586780958e-08,2.26508976561333e-05,1.05528770424775e-07,1.52680345192106e-08,D0030,V0050,H0187,4,2,4,0,0.2449646,0.2449646,FIM_SCENARIO_VALID,2,2,1184,2368,6.893359375e-06
RECT_E27_A03,27,3,1;2;4;5,1;2,1;2;4;5;6;7;9;10,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.0066736856134694,0.0936792971624503,0.00678989945886656,0.00786662723859639,D0280,V0234,H0041,8,2,4,0,0.2474959,0.2474959,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
RECT_E27_A04,27,4,1;2;4;5,3,11;12;14;15,4,1,4,8320,260,8580,4,64,133120,33344,6435,2.38301885390397e-07,7.09991289943826e-08,2.40224424605876e-07,2.81765687933439e-07,D0416,V0180,H0041,4,2,4,0,0.2632562,0.2632562,FIM_SCENARIO_VALID,2,2,1184,2368,6.893359375e-06
RECT_E27_A05,27,5,1;2;4;5,1;3,1;2;4;5;11;12;14;15,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.00461198272295935,0.10152782359254,0.0050780546904023,0.00545174477756431,D0264,V0234,H0041,8,2,4,0,0.2463222,0.2463222,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
RECT_E27_A06,27,6,1;2;4;5,2;3,6;7;9;10;11;12;14;15,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.00540114454377222,0.161307829636993,0.00596509966478231,0.00639509762968365,D0264,V0234,H0041,8,2,4,0,0.2498522,0.2498522,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
RECT_E27_A07,27,7,1;2;4;5,1;2;3,1;2;4;5;6;7;9;10;11;12;14;15,4,3,12,8320,780,9100,12,192,399360,33472,6955,0.251515695091079,0.583559138993983,0.295597430270946,0.305245978871797,D0542,V0234,H0230,12,2,4,0,0.2678092,0.2678092,FIM_SCENARIO_VALID,2,2,1184,2368,7.182421875e-06
RECT_E27_A08,27,8,1;2;4;5,4,16;17;19;20,4,1,4,8320,260,8580,4,64,133120,33344,6435,4.41157603907922e-07,4.00436524230246e-05,1.18564837839294e-06,5.15089678985296e-07,D0158,V0234,H0109,4,2,4,0,0.263927,0.263927,FIM_SCENARIO_VALID,2,2,1184,2368,6.893359375e-06
RECT_E27_A09,27,9,1;2;4;5,1;4,1;2;4;5;16;17;19;20,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.00283454853423107,0.10614696596685,0.00345781023873045,0.00335248433563919,D0264,V0234,H0041,8,2,4,0,0.2457148,0.2457148,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
RECT_E27_A10,27,10,1;2;4;5,2;4,6;7;9;10;16;17;19;20,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.00500485052342407,0.199191099530687,0.00580090509206251,0.00580172829150141,D0016,V0230,H0041,8,2,4,0,0.2504999,0.2504999,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
RECT_E27_A11,27,11,1;2;4;5,1;2;4,1;2;4;5;6;7;9;10;16;17;19;20,4,3,12,8320,780,9100,12,192,399360,33472,6955,0.288734901903033,0.574454550270981,0.329686911313396,0.350454741044238,D0542,V0234,H0230,12,2,4,0,0.2589566,0.2589566,FIM_SCENARIO_VALID,2,2,1184,2368,7.182421875e-06
RECT_E27_A12,27,12,1;2;4;5,3;4,11;12;14;15;16;17;19;20,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.0054156105519084,0.162122667920981,0.00839628097193048,0.00640717395783885,D0528,V0054,H0041,8,2,4,0,0.2641856,0.2641856,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
RECT_E27_A13,27,13,1;2;4;5,1;3;4,1;2;4;5;11;12;14;15;16;17;19;20,4,3,12,8320,780,9100,12,192,399360,33472,6955,0.325474665447375,0.573915529768935,0.362489466557898,0.395063613016049,D0542,V0234,H0230,12,2,4,0,0.2570409,0.2570409,FIM_SCENARIO_VALID,2,2,1184,2368,7.182421875e-06
RECT_E27_A14,27,14,1;2;4;5,2;3;4,6;7;9;10;11;12;14;15;16;17;19;20,4,3,12,8320,780,9100,12,192,399360,33472,6955,0.376791571190424,0.597845690463263,0.394356696432906,0.457143170665172,D0542,V0018,H0041,12,2,4,0,0.2646657,0.2646657,FIM_SCENARIO_VALID,2,2,1184,2368,7.182421875e-06
RECT_E27_A15,27,15,1;2;4;5,1;2;3;4,1;2;4;5;6;7;9;10;11;12;14;15;16;17;19;20,4,4,16,8320,1040,9360,16,256,532480,33536,7215,0.424170382145964,0.666954240614637,0.426348648222781,0.496525219914007,D0280,V0054,H0041,16,2,4,0,0.2561226,0.2561226,FIM_SCENARIO_VALID,2,2,1184,2368,7.375390625e-06
RECT_E27_A16,27,16,1;2;4;5,5,21;22;24;25,4,1,4,8320,260,8580,4,64,133120,33344,6435,1.00401286986971e-06,0.00074126402889266,5.71823174505995e-06,1.19429461314092e-06,D0416,V0234,H0109,4,2,4,0,0.263414,0.263414,FIM_SCENARIO_VALID,2,2,1184,2368,6.893359375e-06
RECT_E27_A17,27,17,1;2;4;5,1;5,1;2;4;5;21;22;24;25,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.00095943994640234,0.102512843328207,0.00207296883428106,0.00111298598248185,D0024,V0014,H0041,8,2,4,0,0.2533336,0.2533336,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
RECT_E27_A18,27,18,1;2;4;5,2;5,6;7;9;10;21;22;24;25,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.00284993711634254,0.106021913492821,0.00596208469376174,0.00336937477457525,D0536,V0014,H0041,8,2,4,0,0.2695307,0.2695307,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
RECT_E27_A19,27,19,1;2;4;5,1;2;5,1;2;4;5;6;7;9;10;21;22;24;25,4,3,12,8320,780,9100,12,192,399360,33472,6955,0.324091484524443,0.547354842923358,0.359160502844246,0.393378700007129,D0542,V0234,H0230,12,2,4,0,0.2788123,0.2788123,FIM_SCENARIO_VALID,2,2,1184,2368,7.182421875e-06
RECT_E27_A20,27,20,1;2;4;5,3;5,11;12;14;15;21;22;24;25,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.00467172331121459,0.102385322838442,0.00853993528678458,0.00552138616476178,D0536,V0054,H0144,8,2,4,0,0.2591346,0.2591346,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
RECT_E27_A21,27,21,1;2;4;5,1;3;5,1;2;4;5;11;12;14;15;21;22;24;25,4,3,12,8320,780,9100,12,192,399360,33472,6955,0.354890371770049,0.553129032323188,0.371394843169206,0.430614738816979,D0542,V0018,H0041,12,2,4,0,0.2604287,0.2604287,FIM_SCENARIO_VALID,2,2,1184,2368,7.182421875e-06
RECT_E27_A22,27,22,1;2;4;5,2;3;5,6;7;9;10;11;12;14;15;21;22;24;25,4,3,12,8320,780,9100,12,192,399360,33472,6955,0.325547538786504,0.573459772602991,0.345257270307363,0.395333580339507,D0286,V0014,H0041,12,2,4,0,0.2684601,0.2684601,FIM_SCENARIO_VALID,2,2,1184,2368,7.182421875e-06
RECT_E27_A23,27,23,1;2;4;5,1;2;3;5,1;2;4;5;6;7;9;10;11;12;14;15;21;22;24;25,4,4,16,8320,1040,9360,16,256,532480,33536,7215,0.412173625315198,0.662216378083331,0.424364051159867,0.479084531822429,D0030,V0162,H0165,16,2,4,0,0.2884645,0.2884645,FIM_SCENARIO_VALID,2,2,1184,2368,7.375390625e-06
RECT_E27_A24,27,24,1;2;4;5,4;5,16;17;19;20;21;22;24;25,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.0067801631254293,0.0944999983403554,0.00967677358576445,0.00798707123080813,D0536,V0054,H0144,8,2,4,0,0.2542261,0.2542261,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
RECT_E27_A25,27,25,1;2;4;5,1;4;5,1;2;4;5;16;17;19;20;21;22;24;25,4,3,12,8320,780,9100,12,192,399360,33472,6955,0.324154083659877,0.546696346708281,0.342794340857268,0.393634769624812,D0286,V0014,H0041,12,2,4,0,0.2632018,0.2632018,FIM_SCENARIO_VALID,2,2,1184,2368,7.182421875e-06
RECT_E27_A26,27,26,1;2;4;5,2;4;5,6;7;9;10;16;17;19;20;21;22;24;25,4,3,12,8320,780,9100,12,192,399360,33472,6955,0.288815687040833,0.573817823303952,0.310012810168339,0.350714961183686,D0286,V0014,H0041,12,2,4,0,0.2706142,0.2706142,FIM_SCENARIO_VALID,2,2,1184,2368,7.182421875e-06
RECT_E27_A27,27,27,1;2;4;5,1;2;4;5,1;2;4;5;6;7;9;10;16;17;19;20;21;22;24;25,4,4,16,8320,1040,9360,16,256,532480,33536,7215,0.406528126287153,0.659161964761951,0.421867215054634,0.47126551468615,D0008,V0198,H0144,16,2,4,0,0.2815174,0.2815174,FIM_SCENARIO_VALID,2,2,1184,2368,7.375390625e-06
RECT_E27_A28,27,28,1;2;4;5,3;4;5,11;12;14;15;16;17;19;20;21;22;24;25,4,3,12,8320,780,9100,12,192,399360,33472,6955,0.251599478882684,0.583550428822592,0.2737123327422,0.305489449491355,D0286,V0054,H0041,12,2,4,0,0.2652798,0.2652798,FIM_SCENARIO_VALID,2,2,1184,2368,7.182421875e-06
RECT_E27_A29,27,29,1;2;4;5,1;3;4;5,1;2;4;5;11;12;14;15;16;17;19;20;21;22;24;25,4,4,16,8320,1040,9360,16,256,532480,33536,7215,0.412398513482377,0.661721994066021,0.413658301768938,0.479253010052171,D0030,V0198,H0144,16,2,4,0,0.2827513,0.2827513,FIM_SCENARIO_VALID,2,2,1184,2368,7.375390625e-06
RECT_E27_A30,27,30,1;2;4;5,2;3;4;5,6;7;9;10;11;12;14;15;16;17;19;20;21;22;24;25,4,4,16,8320,1040,9360,16,256,532480,33536,7215,0.424483989368713,0.667050359695824,0.426143714152379,0.496765535750896,D0536,V0270,H0216,16,2,4,0,0.2766053,0.2766053,FIM_SCENARIO_VALID,2,2,1184,2368,7.375390625e-06
RECT_E27_A31,27,31,1;2;4;5,1;2;3;4;5,1;2;4;5;6;7;9;10;11;12;14;15;16;17;19;20;21;22;24;25,4,5,20,8320,1300,9620,20,320,665600,33600,7475,0.822189377771634,0.857643757265324,0.835702305364777,0.983168978549522,D0158,V0050,H0230,20,2,4,0,0.2760006,0.2760006,FIM_SCENARIO_VALID,2,2,1184,2368,7.5912109375e-06
RECT_E28_A01,28,1,3;4;5,1,3;4;5,3,1,3,6240,195,6435,3,48,99840,33328,4290,1.07673279979665e-10,8.44003283367672e-09,4.05964084209884e-10,1.285065597532e-10,D0286,V0204,H0061,3,2,4,0,0.2449739,0.2449739,FIM_SCENARIO_VALID,2,2,1184,2368,5.4916015625e-06
RECT_E28_A02,28,2,3;4;5,2,8;9;10,3,1,3,6240,195,6435,3,48,99840,33328,4290,1.25289040271484e-11,1.02685654168624e-11,7.10423586871724e-12,1.39594164869082e-11,D0296,V0204,H0239,3,2,4,0,0.2629334,0.2629334,FIM_SCENARIO_VALID,2,2,1184,2368,5.4916015625e-06
RECT_E28_A03,28,3,3;4;5,1;2,3;4;5;8;9;10,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000639359926683269,0.0884403697391981,0.000886035306813346,0.000753681776719423,D0280,V0234,H0041,6,2,4,0,0.2610236,0.2610236,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E28_A04,28,4,3;4;5,3,13;14;15,3,1,3,6240,195,6435,3,48,99840,33328,4290,3.25188934027067e-11,0,0,3.48270770601271e-11,D0112,V0102,H0148,3,2,4,0,0.2754447,0.2754447,FIM_SCENARIO_VALID,2,2,1184,2368,5.4916015625e-06
RECT_E28_A05,28,5,3;4;5,1;3,3;4;5;13;14;15,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.00043977194642509,0.0975729183731694,0.000912876268357351,0.000519365376660805,D0272,V0234,H0041,6,2,4,0,0.2580227,0.2580227,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E28_A06,28,6,3;4;5,2;3,8;9;10;13;14;15,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000515083898927807,0.158195271175002,0.000882190111331245,0.000610133747677712,D0264,V0234,H0041,6,2,4,0,0.3115886,0.3115886,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E28_A07,28,7,3;4;5,1;2;3,3;4;5;8;9;10;13;14;15,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.244976932154365,0.580351450182641,0.289274215352849,0.297390583066934,D0414,V0234,H0230,9,2,4,0,0.280757,0.280757,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E28_A08,28,8,3;4;5,4,18;19;20,3,1,3,6240,195,6435,3,48,99840,33328,4290,0,7.01256362523884e-11,8.64562159756218e-11,0,D0605,V0288,H0232,3,2,4,0,0.2690214,0.2690214,FIM_SCENARIO_VALID,2,2,1184,2368,5.4916015625e-06
RECT_E28_A09,28,9,3;4;5,1;4,3;4;5;18;19;20,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000269734285519675,0.103383657707693,0.000755851318859462,0.000319387054592261,D0264,V0270,H0041,6,2,4,0,0.2648756,0.2648756,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E28_A10,28,10,3;4;5,2;4,8;9;10;18;19;20,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000430922497602461,0.196803992104664,0.000649471210298078,0.000499501983293973,D0008,V0014,H0041,6,2,4,0,0.2766864,0.2766864,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E28_A11,28,11,3;4;5,1;2;4,3;4;5;8;9;10;18;19;20,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.282562464396993,0.571021496931088,0.323957295286225,0.343055448070189,D0414,V0234,H0230,9,2,4,0,0.3403034,0.3403034,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E28_A12,28,12,3;4;5,3;4,13;14;15;18;19;20,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000515793972471698,0.157512437245573,0.000647243255456002,0.000610806175661882,D0528,V0014,H0041,6,2,4,0,0.2613579,0.2613579,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E28_A13,28,13,3;4;5,1;3;4,3;4;5;13;14;15;18;19;20,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.319606844315695,0.570654337496558,0.357166843311726,0.3880455480761,D0414,V0234,H0230,9,2,4,0,0.2796041,0.2796041,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E28_A14,28,14,3;4;5,2;3;4,8;9;10;13;14;15;18;19;20,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.371415617383042,0.595132108067569,0.389219288621733,0.450722069361589,D0414,V0234,H0041,9,2,4,0,0.2917051,0.2917051,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E28_A15,28,15,3;4;5,1;2;3;4,3;4;5;8;9;10;13;14;15;18;19;20,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.419252373082161,0.664602322365562,0.4213635469035,0.490697124746114,D0280,V0054,H0041,12,2,4,0,0.2690558,0.2690558,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E28_A16,28,16,3;4;5,5,23;24;25,3,1,3,6240,195,6435,3,48,99840,33328,4290,1.04888744395655e-11,1.08135155033598e-09,1.10754018543295e-10,1.25333347768297e-11,D0544,V0204,H0121,3,2,4,0,0.2658722,0.2658722,FIM_SCENARIO_VALID,2,2,1184,2368,5.4916015625e-06
RECT_E28_A17,28,17,3;4;5,1;5,3;4;5;23;24;25,3,2,6,6240,390,6630,6,96,199680,33376,4485,7.91525772152553e-05,0.10149706133667,0.000294122931750598,9.17785635459248e-05,D0016,V0014,H0041,6,2,4,0,0.2878622,0.2878622,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E28_A18,28,18,3;4;5,2;5,8;9;10;23;24;25,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000270639592757141,0.102125889014238,0.0003590797682511,0.000320339697998922,D0528,V0014,H0041,6,2,4,0,0.3231413,0.3231413,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E28_A19,28,19,3;4;5,1;2;5,3;4;5;8;9;10;23;24;25,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.318251454566926,0.543882815696955,0.353854896488662,0.386393712248495,D0414,V0234,H0230,9,2,4,0,0.2889106,0.2889106,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E28_A20,28,20,3;4;5,3;5,13;14;15;23;24;25,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000442089714219372,0.0966026319726432,0.000555595303008343,0.000522065977095506,D0536,V0014,H0041,6,2,4,0,0.3138179,0.3138179,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E28_A21,28,21,3;4;5,1;3;5,3;4;5;13;14;15;23;24;25,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.349252325532076,0.549990402993677,0.366039083560253,0.423886380781152,D0414,V0234,H0041,9,2,4,0,0.2816878,0.2816878,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E28_A22,28,22,3;4;5,2;3;5,8;9;10;13;14;15;23;24;25,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.319659539878744,0.570829415865144,0.339715728745479,0.388294630258158,D0158,V0014,H0041,9,2,4,0,0.2600806,0.2600806,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E28_A23,28,23,3;4;5,1;2;3;5,3;4;5;8;9;10;13;14;15;23;24;25,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.406612994594422,0.659889861042001,0.419168254618608,0.47282881716374,D0030,V0198,H0165,12,2,4,0,0.3042414,0.3042414,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E28_A24,28,24,3;4;5,4;5,18;19;20;23;24;25,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000646103586803493,0.0878179243051881,0.000821300317715014,0.000761772458673453,D0536,V0014,H0041,6,2,4,0,0.3011842,0.3011842,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E28_A25,28,25,3;4;5,1;4;5,3;4;5;18;19;20;23;24;25,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.318300483358059,0.544000466762632,0.337258165594345,0.386636892131249,D0158,V0014,H0041,9,2,4,0,0.3392928,0.3392928,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E28_A26,28,26,3;4;5,2;4;5,8;9;10;18;19;20;23;24;25,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.282619250311845,0.570974192163757,0.304160982271324,0.343289137269569,D0158,V0014,H0041,9,2,4,0,0.276112,0.276112,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E28_A27,28,27,3;4;5,1;2;4;5,3;4;5;8;9;10;18;19;20;23;24;25,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.401050253248549,0.656863804673001,0.416791500403205,0.464925248659718,D0008,V0198,H0144,12,2,4,0,0.3338547,0.3338547,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E28_A28,28,28,3;4;5,3;4;5,13;14;15;18;19;20;23;24;25,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.245030448242935,0.580287479276306,0.267445633788641,0.297598879797672,D0158,V0054,H0041,9,2,4,0,0.264136,0.264136,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E28_A29,28,29,3;4;5,1;3;4;5,3;4;5;13;14;15;18;19;20;23;24;25,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.406840708172566,0.659604328643703,0.408632621101709,0.47300829177001,D0030,V0198,H0144,12,2,4,0,0.2750324,0.2750324,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E28_A30,28,30,3;4;5,2;3;4;5,8;9;10;13;14;15;18;19;20;23;24;25,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.41956035807245,0.664538996454455,0.42133759476826,0.490938503985922,D0536,V0270,H0144,12,2,4,0,0.2714635,0.2714635,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E28_A31,28,31,3;4;5,1;2;3;4;5,3;4;5;8;9;10;13;14;15;18;19;20;23;24;25,3,5,15,6240,975,7215,15,240,499200,33520,5070,0.818362440953709,0.855324196074235,0.831796740997647,0.878170684985505,D0286,V0050,H0230,15,2,4,0,0.2592492,0.2592492,FIM_SCENARIO_VALID,2,2,1184,2368,6.0689453125e-06
RECT_E29_A01,29,1,1;3;4;5,1,1;3;4;5,4,1,4,8320,260,8580,4,64,133120,33344,6435,2.06080195314024e-07,0.000848036805175229,3.42805370303845e-06,2.49380819518432e-07,D0158,V0050,H0041,4,2,4,0,0.2490298,0.2490298,FIM_SCENARIO_VALID,2,2,1184,2368,6.893359375e-06
RECT_E29_A02,29,2,1;3;4;5,2,6;8;9;10,4,1,4,8320,260,8580,4,64,133120,33344,6435,1.22463123151357e-08,2.36024657638391e-05,1.14641658814008e-07,1.42619260327048e-08,D0030,V0050,H0187,4,2,4,0,0.2595393,0.2595393,FIM_SCENARIO_VALID,2,2,1184,2368,6.893359375e-06
RECT_E29_A03,29,3,1;3;4;5,1;2,1;3;4;5;6;8;9;10,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.00729442139123442,0.094464509828894,0.0073742801629896,0.0085980548887649,D0280,V0234,H0041,8,2,4,0,0.265635,0.265635,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
RECT_E29_A04,29,4,1;3;4;5,3,11;13;14;15,4,1,4,8320,260,8580,4,64,133120,33344,6435,2.40588064819196e-07,7.76725959681652e-08,2.42892800905257e-07,2.84454617507106e-07,D0416,V0180,H0041,4,2,4,0,0.2604295,0.2604295,FIM_SCENARIO_VALID,2,2,1184,2368,6.893359375e-06
RECT_E29_A05,29,5,1;3;4;5,1;3,1;3;4;5;11;13;14;15,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.00504636721001135,0.102117952818383,0.005489202693589,0.00596513476531822,D0264,V0234,H0041,8,2,4,0,0.2498054,0.2498054,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
RECT_E29_A06,29,6,1;3;4;5,2;3,6;8;9;10;11;13;14;15,4,2,8,8320,520,8840,8,128,266240,33408,6695,0.00590623950382371,0.161846748237644,0.00644920604318404,0.00699205255941161,D0264,V0234,H0041,8,2,4,0,0.2484854,0.2484854,FIM_SCENARIO_VALID,2,2,1184,2368,7.0060546875e-06
