scenario_id,data_split,center_az_deg,center_el_deg,direction_az_component,direction_el_component,separation_deg,target1_az_deg,target1_el_deg,target2_az_deg,target2_el_deg,source_profile_id,L,secondary_power_db,correlation_magnitude,correlation_phase_rad,noise_covariance_id,registered_domain_pass,holdout_seed,sampling_rule
D0375,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,10.2707106781187,7.67071067811865,10.1292893218813,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0376,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,10.2707106781187,7.67071067811865,10.1292893218813,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0377,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,10.3414213562373,7.74142135623731,10.0585786437627,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0378,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,10.3414213562373,7.74142135623731,10.0585786437627,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0379,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,10.3414213562373,7.74142135623731,10.0585786437627,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0380,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,10.3414213562373,7.74142135623731,10.0585786437627,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0381,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,10.3414213562373,7.74142135623731,10.0585786437627,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0382,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,10.3414213562373,7.74142135623731,10.0585786437627,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0383,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,10.3414213562373,7.74142135623731,10.0585786437627,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0384,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,10.3414213562373,7.74142135623731,10.0585786437627,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0385,DESIGN,8.4,9.8,1,0,0.05,8.375,9.8,8.425,9.8,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0386,DESIGN,8.4,9.8,1,0,0.05,8.375,9.8,8.425,9.8,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0387,DESIGN,8.4,9.8,1,0,0.05,8.375,9.8,8.425,9.8,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0388,DESIGN,8.4,9.8,1,0,0.05,8.375,9.8,8.425,9.8,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0389,DESIGN,8.4,9.8,1,0,0.05,8.375,9.8,8.425,9.8,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0390,DESIGN,8.4,9.8,1,0,0.05,8.375,9.8,8.425,9.8,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0391,DESIGN,8.4,9.8,1,0,0.05,8.375,9.8,8.425,9.8,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0392,DESIGN,8.4,9.8,1,0,0.05,8.375,9.8,8.425,9.8,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0393,DESIGN,8.4,9.8,1,0,0.1,8.35,9.8,8.45,9.8,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0394,DESIGN,8.4,9.8,1,0,0.1,8.35,9.8,8.45,9.8,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0395,DESIGN,8.4,9.8,1,0,0.1,8.35,9.8,8.45,9.8,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0396,DESIGN,8.4,9.8,1,0,0.1,8.35,9.8,8.45,9.8,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0397,DESIGN,8.4,9.8,1,0,0.1,8.35,9.8,8.45,9.8,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0398,DESIGN,8.4,9.8,1,0,0.1,8.35,9.8,8.45,9.8,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0399,DESIGN,8.4,9.8,1,0,0.1,8.35,9.8,8.45,9.8,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0400,DESIGN,8.4,9.8,1,0,0.1,8.35,9.8,8.45,9.8,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0401,DESIGN,8.4,9.8,1,0,0.2,8.3,9.8,8.5,9.8,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0402,DESIGN,8.4,9.8,1,0,0.2,8.3,9.8,8.5,9.8,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0403,DESIGN,8.4,9.8,1,0,0.2,8.3,9.8,8.5,9.8,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0404,DESIGN,8.4,9.8,1,0,0.2,8.3,9.8,8.5,9.8,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0405,DESIGN,8.4,9.8,1,0,0.2,8.3,9.8,8.5,9.8,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0406,DESIGN,8.4,9.8,1,0,0.2,8.3,9.8,8.5,9.8,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0407,DESIGN,8.4,9.8,1,0,0.2,8.3,9.8,8.5,9.8,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0408,DESIGN,8.4,9.8,1,0,0.2,8.3,9.8,8.5,9.8,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0409,DESIGN,8.4,9.8,1,0,0.4,8.2,9.8,8.6,9.8,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0410,DESIGN,8.4,9.8,1,0,0.4,8.2,9.8,8.6,9.8,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0411,DESIGN,8.4,9.8,1,0,0.4,8.2,9.8,8.6,9.8,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0412,DESIGN,8.4,9.8,1,0,0.4,8.2,9.8,8.6,9.8,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0413,DESIGN,8.4,9.8,1,0,0.4,8.2,9.8,8.6,9.8,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0414,DESIGN,8.4,9.8,1,0,0.4,8.2,9.8,8.6,9.8,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0415,DESIGN,8.4,9.8,1,0,0.4,8.2,9.8,8.6,9.8,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0416,DESIGN,8.4,9.8,1,0,0.4,8.2,9.8,8.6,9.8,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0417,DESIGN,8.4,9.8,0,1,0.05,8.4,9.775,8.4,9.825,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0418,DESIGN,8.4,9.8,0,1,0.05,8.4,9.775,8.4,9.825,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0419,DESIGN,8.4,9.8,0,1,0.05,8.4,9.775,8.4,9.825,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0420,DESIGN,8.4,9.8,0,1,0.05,8.4,9.775,8.4,9.825,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0421,DESIGN,8.4,9.8,0,1,0.05,8.4,9.775,8.4,9.825,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0422,DESIGN,8.4,9.8,0,1,0.05,8.4,9.775,8.4,9.825,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0423,DESIGN,8.4,9.8,0,1,0.05,8.4,9.775,8.4,9.825,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0424,DESIGN,8.4,9.8,0,1,0.05,8.4,9.775,8.4,9.825,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0425,DESIGN,8.4,9.8,0,1,0.1,8.4,9.75,8.4,9.85,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0426,DESIGN,8.4,9.8,0,1,0.1,8.4,9.75,8.4,9.85,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0427,DESIGN,8.4,9.8,0,1,0.1,8.4,9.75,8.4,9.85,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0428,DESIGN,8.4,9.8,0,1,0.1,8.4,9.75,8.4,9.85,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0429,DESIGN,8.4,9.8,0,1,0.1,8.4,9.75,8.4,9.85,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0430,DESIGN,8.4,9.8,0,1,0.1,8.4,9.75,8.4,9.85,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0431,DESIGN,8.4,9.8,0,1,0.1,8.4,9.75,8.4,9.85,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0432,DESIGN,8.4,9.8,0,1,0.1,8.4,9.75,8.4,9.85,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0433,DESIGN,8.4,9.8,0,1,0.2,8.4,9.7,8.4,9.9,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0434,DESIGN,8.4,9.8,0,1,0.2,8.4,9.7,8.4,9.9,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0435,DESIGN,8.4,9.8,0,1,0.2,8.4,9.7,8.4,9.9,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0436,DESIGN,8.4,9.8,0,1,0.2,8.4,9.7,8.4,9.9,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0437,DESIGN,8.4,9.8,0,1,0.2,8.4,9.7,8.4,9.9,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0438,DESIGN,8.4,9.8,0,1,0.2,8.4,9.7,8.4,9.9,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0439,DESIGN,8.4,9.8,0,1,0.2,8.4,9.7,8.4,9.9,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0440,DESIGN,8.4,9.8,0,1,0.2,8.4,9.7,8.4,9.9,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0441,DESIGN,8.4,9.8,0,1,0.4,8.4,9.6,8.4,10,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0442,DESIGN,8.4,9.8,0,1,0.4,8.4,9.6,8.4,10,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0443,DESIGN,8.4,9.8,0,1,0.4,8.4,9.6,8.4,10,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0444,DESIGN,8.4,9.8,0,1,0.4,8.4,9.6,8.4,10,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0445,DESIGN,8.4,9.8,0,1,0.4,8.4,9.6,8.4,10,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0446,DESIGN,8.4,9.8,0,1,0.4,8.4,9.6,8.4,10,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0447,DESIGN,8.4,9.8,0,1,0.4,8.4,9.6,8.4,10,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0448,DESIGN,8.4,9.8,0,1,0.4,8.4,9.6,8.4,10,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0449,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.05,8.38232233047034,9.78232233047034,8.41767766952966,9.81767766952967,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0450,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.05,8.38232233047034,9.78232233047034,8.41767766952966,9.81767766952967,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0451,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.05,8.38232233047034,9.78232233047034,8.41767766952966,9.81767766952967,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0452,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.05,8.38232233047034,9.78232233047034,8.41767766952966,9.81767766952967,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0453,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.05,8.38232233047034,9.78232233047034,8.41767766952966,9.81767766952967,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0454,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.05,8.38232233047034,9.78232233047034,8.41767766952966,9.81767766952967,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0455,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.05,8.38232233047034,9.78232233047034,8.41767766952966,9.81767766952967,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0456,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.05,8.38232233047034,9.78232233047034,8.41767766952966,9.81767766952967,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0457,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.1,8.36464466094067,9.76464466094067,8.43535533905933,9.83535533905933,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0458,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.1,8.36464466094067,9.76464466094067,8.43535533905933,9.83535533905933,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0459,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.1,8.36464466094067,9.76464466094067,8.43535533905933,9.83535533905933,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0460,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.1,8.36464466094067,9.76464466094067,8.43535533905933,9.83535533905933,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0461,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.1,8.36464466094067,9.76464466094067,8.43535533905933,9.83535533905933,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0462,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.1,8.36464466094067,9.76464466094067,8.43535533905933,9.83535533905933,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0463,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.1,8.36464466094067,9.76464466094067,8.43535533905933,9.83535533905933,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0464,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.1,8.36464466094067,9.76464466094067,8.43535533905933,9.83535533905933,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0465,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.2,8.32928932188135,9.72928932188135,8.47071067811865,9.87071067811866,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0466,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.2,8.32928932188135,9.72928932188135,8.47071067811865,9.87071067811866,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0467,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.2,8.32928932188135,9.72928932188135,8.47071067811865,9.87071067811866,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0468,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.2,8.32928932188135,9.72928932188135,8.47071067811865,9.87071067811866,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0469,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.2,8.32928932188135,9.72928932188135,8.47071067811865,9.87071067811866,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0470,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.2,8.32928932188135,9.72928932188135,8.47071067811865,9.87071067811866,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0471,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.2,8.32928932188135,9.72928932188135,8.47071067811865,9.87071067811866,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0472,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.2,8.32928932188135,9.72928932188135,8.47071067811865,9.87071067811866,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0473,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.4,8.25857864376269,9.65857864376269,8.54142135623731,9.94142135623731,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0474,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.4,8.25857864376269,9.65857864376269,8.54142135623731,9.94142135623731,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0475,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.4,8.25857864376269,9.65857864376269,8.54142135623731,9.94142135623731,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0476,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.4,8.25857864376269,9.65857864376269,8.54142135623731,9.94142135623731,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0477,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.4,8.25857864376269,9.65857864376269,8.54142135623731,9.94142135623731,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0478,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.4,8.25857864376269,9.65857864376269,8.54142135623731,9.94142135623731,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0479,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.4,8.25857864376269,9.65857864376269,8.54142135623731,9.94142135623731,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0480,DESIGN,8.4,9.8,0.707106781186547,0.707106781186547,0.4,8.25857864376269,9.65857864376269,8.54142135623731,9.94142135623731,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0481,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.05,8.38232233047034,9.81767766952967,8.41767766952966,9.78232233047034,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0482,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.05,8.38232233047034,9.81767766952967,8.41767766952966,9.78232233047034,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0483,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.05,8.38232233047034,9.81767766952967,8.41767766952966,9.78232233047034,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0484,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.05,8.38232233047034,9.81767766952967,8.41767766952966,9.78232233047034,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0485,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.05,8.38232233047034,9.81767766952967,8.41767766952966,9.78232233047034,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0486,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.05,8.38232233047034,9.81767766952967,8.41767766952966,9.78232233047034,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0487,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.05,8.38232233047034,9.81767766952967,8.41767766952966,9.78232233047034,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0488,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.05,8.38232233047034,9.81767766952967,8.41767766952966,9.78232233047034,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0489,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.1,8.36464466094067,9.83535533905933,8.43535533905933,9.76464466094067,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0490,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.1,8.36464466094067,9.83535533905933,8.43535533905933,9.76464466094067,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0491,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.1,8.36464466094067,9.83535533905933,8.43535533905933,9.76464466094067,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0492,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.1,8.36464466094067,9.83535533905933,8.43535533905933,9.76464466094067,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0493,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.1,8.36464466094067,9.83535533905933,8.43535533905933,9.76464466094067,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0494,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.1,8.36464466094067,9.83535533905933,8.43535533905933,9.76464466094067,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0495,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.1,8.36464466094067,9.83535533905933,8.43535533905933,9.76464466094067,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0496,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.1,8.36464466094067,9.83535533905933,8.43535533905933,9.76464466094067,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0497,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.2,8.32928932188135,9.87071067811866,8.47071067811865,9.72928932188135,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0498,DESIGN,8.4,9.8,0.707106781186547,-0.707106781186547,0.2,8.32928932188135,9.87071067811866,8.47071067811865,9.72928932188135,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
