global_trial_index,trial_id,K,noise_profile_id,noise_index,L,L_index,profile_id,profile_index,center_az_deg,center_el_deg,separation_deg,direction_deg,secondary_power_db,correlation_magnitude,source_correlation_contract,white_beamspace_snr_target_db,snr_db,snr_index,replicate_id,base_realization_index,base_realization_id,paired_original_trial_id,source_seed,noise_seed,snr_control_domain,protocol_id,cpi_id,range_doppler_cell_id,single_cpi_flag,same_range_doppler_cell_flag,cross_cpi_data_used_flag,tracking_input_used_flag,K_estimated_inside_module_flag,measurement_hash,element_trial_hash,resulting_element_snr_expected_db,resulting_raw_beamspace_snr_expected_db,resulting_white_beamspace_snr_expected_db
1389,MC1_K2_N2_L4_SP6_P4_R09,2,STAGE5_TOEPLITZ_CORRELATED,2,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,6,6,3,9,198,MC1_BASE_N2_L4_P4_R09,MC1_BASE_N2_L4_P4_R09,430100198,430200198,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,71a47b55ca4f9da8ff31942ada878dd6afc872ed1518a76e9f343cc2ff16a71d,-16.6452893885858,11.8556001824679,6.00000000000008
1390,MC1_K2_N2_L4_SP10_P4_R09,2,STAGE5_TOEPLITZ_CORRELATED,2,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,10,10,4,9,198,MC1_BASE_N2_L4_P4_R09,MC1_BASE_N2_L4_P4_R09,430100198,430200198,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,f2dcf88270a5da9ec1c63558e681def876315e6003b8730b4a14cc81edc7dbc8,-12.6452893885858,15.8556001824679,10.0000000000001
1391,MC1_K2_N2_L4_SP14_P4_R09,2,STAGE5_TOEPLITZ_CORRELATED,2,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,14,14,5,9,198,MC1_BASE_N2_L4_P4_R09,MC1_BASE_N2_L4_P4_R09,430100198,430200198,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ec9229d6569010c7473ff13908f7211b685267e4bb54efdf5c6a50dc74078ebc,-8.64528938858578,19.8556001824679,14
1392,MC1_K2_N2_L4_SP18_P4_R09,2,STAGE5_TOEPLITZ_CORRELATED,2,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,18,18,6,9,198,MC1_BASE_N2_L4_P4_R09,MC1_BASE_N2_L4_P4_R09,430100198,430200198,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,f3bfce1a2ac39955eec455880a7e85021dbeab610e4776749b685a76887c870c,-4.64528938858578,23.8556001824679,18.0000000000001
1393,MC1_K2_N2_L4_SP22_P4_R09,2,STAGE5_TOEPLITZ_CORRELATED,2,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,22,22,7,9,198,MC1_BASE_N2_L4_P4_R09,MC1_BASE_N2_L4_P4_R09,430100198,430200198,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,fcbed10765106f803c81d863659c47cf76fe15db15b4e365a6628193ea862938,-0.64528938858578,27.8556001824679,22
1394,MC1_K2_N2_L4_SM6_P4_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,-6,-6,1,10,199,MC1_BASE_N2_L4_P4_R10,MC1_BASE_N2_L4_P4_R10,430100199,430200199,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,24eb9980c269d0b5b6635f2e4e991890ac55a37f669ee700b5860a72735cf2c8,-28.6402684666252,-0.141663895444996,-6.00000000000008
1395,MC1_K2_N2_L4_SP0_P4_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,0,0,2,10,199,MC1_BASE_N2_L4_P4_R10,MC1_BASE_N2_L4_P4_R10,430100199,430200199,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,a6c743dd875a6e102a535e5f3c5628128d4c690737d37986684533d6a69af680,-22.6402684666252,5.858336104555,-7.52175423911571e-14
1396,MC1_K2_N2_L4_SP6_P4_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,6,6,3,10,199,MC1_BASE_N2_L4_P4_R10,MC1_BASE_N2_L4_P4_R10,430100199,430200199,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,d6995d38a998a8b6bac9f519e52c24002fcacf58a2da6e362885e0590517bb7c,-16.6402684666252,11.858336104555,5.99999999999995
1397,MC1_K2_N2_L4_SP10_P4_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,10,10,4,10,199,MC1_BASE_N2_L4_P4_R10,MC1_BASE_N2_L4_P4_R10,430100199,430200199,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,5b59d3ae288cc8823040b03e8e08e5e9c6783ba459f4f80763f199a94b22a4ef,-12.6402684666252,15.858336104555,9.99999999999995
1398,MC1_K2_N2_L4_SP14_P4_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,14,14,5,10,199,MC1_BASE_N2_L4_P4_R10,MC1_BASE_N2_L4_P4_R10,430100199,430200199,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,84369968fd9a9a95e3c4b84fd29af21a3fe9966b83f9a40851383dd43490d3f1,-8.64026846662519,19.858336104555,13.9999999999999
1399,MC1_K2_N2_L4_SP18_P4_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,18,18,6,10,199,MC1_BASE_N2_L4_P4_R10,MC1_BASE_N2_L4_P4_R10,430100199,430200199,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,fb6c4e9fc539cc0721d3ff38217a2a91f8ecae22a0c652dec740773d328abdfe,-4.64026846662519,23.858336104555,18
1400,MC1_K2_N2_L4_SP22_P4_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,22,22,7,10,199,MC1_BASE_N2_L4_P4_R10,MC1_BASE_N2_L4_P4_R10,430100199,430200199,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,8383de312b4994235c69e7863e4a5d02bb7ddd20f993442d65c2ca0378df70c3,-0.640268466625191,27.858336104555,22
1401,MC1_K2_N2_L8_SM6_P1_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,-6,-6,1,1,200,MC1_BASE_N2_L8_P1_R01,MC1_BASE_N2_L8_P1_R01,430100200,430200200,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,7bc8b72da277824d4454049833436535d4b43d1cdd11c3f26041dcacbc52d603,-28.6641009188011,-0.171596097990171,-6.00000000000004
1402,MC1_K2_N2_L8_SP0_P1_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,0,0,2,1,200,MC1_BASE_N2_L8_P1_R01,MC1_BASE_N2_L8_P1_R01,430100200,430200200,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,eeb85115d7c2d2dbffca282218f4697c1f2b88debd7aebe494683f3289c92960,-22.6641009188011,5.82840390200983,-6.75029226587301e-15
1403,MC1_K2_N2_L8_SP6_P1_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,6,6,3,1,200,MC1_BASE_N2_L8_P1_R01,MC1_BASE_N2_L8_P1_R01,430100200,430200200,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,6c139ad89352fdf2d8861cb64f55e4f94a01941ee0e1d67a4325b5c825623838,-16.6641009188011,11.8284039020098,5.99999999999992
1404,MC1_K2_N2_L8_SP10_P1_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,10,10,4,1,200,MC1_BASE_N2_L8_P1_R01,MC1_BASE_N2_L8_P1_R01,430100200,430200200,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,f0e0ea9a8d0c64d7ece5a9c8d3d65cd9d377c3a4091bd0a679d0d478d86629f8,-12.6641009188011,15.8284039020098,9.99999999999996
1405,MC1_K2_N2_L8_SP14_P1_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,14,14,5,1,200,MC1_BASE_N2_L8_P1_R01,MC1_BASE_N2_L8_P1_R01,430100200,430200200,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,e59631c0ae2ff5ad486cb72ef5b713a6fce15ecc222fa64dfceb5b612ab951a2,-8.66410091880105,19.8284039020098,14
1406,MC1_K2_N2_L8_SP18_P1_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,18,18,6,1,200,MC1_BASE_N2_L8_P1_R01,MC1_BASE_N2_L8_P1_R01,430100200,430200200,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,10a6a43423dc942feebb243771eb5ed988602b480e0bb19f8ef00862ebd3cdba,-4.66410091880105,23.8284039020098,18
1407,MC1_K2_N2_L8_SP22_P1_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,22,22,7,1,200,MC1_BASE_N2_L8_P1_R01,MC1_BASE_N2_L8_P1_R01,430100200,430200200,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,52883c0593db4c28abf7a2546e0b8c406466a0fe616bd5465ebc34e9838c7026,-0.664100918801053,27.8284039020098,22
1408,MC1_K2_N2_L8_SM6_P1_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,-6,-6,1,2,201,MC1_BASE_N2_L8_P1_R02,MC1_BASE_N2_L8_P1_R02,430100201,430200201,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,c8dc52773389c7c34a39d491894e5fb6531ceb79d41c7932aff65790bf86aa7e,-28.6641009188011,-0.171596097990171,-6.00000000000004
1409,MC1_K2_N2_L8_SP0_P1_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,0,0,2,2,201,MC1_BASE_N2_L8_P1_R02,MC1_BASE_N2_L8_P1_R02,430100201,430200201,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,72a08d69c37c6f77142dd1155ede2f0e2bc7fffa223cafa6cd0be2ab4896aae0,-22.6641009188011,5.82840390200983,-6.75029226587301e-15
1410,MC1_K2_N2_L8_SP6_P1_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,6,6,3,2,201,MC1_BASE_N2_L8_P1_R02,MC1_BASE_N2_L8_P1_R02,430100201,430200201,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,d19074c16c24526aed8d6db9833ed068c0f65901cea13e9d23052d3d50bf1fe6,-16.6641009188011,11.8284039020098,5.99999999999992
1411,MC1_K2_N2_L8_SP10_P1_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,10,10,4,2,201,MC1_BASE_N2_L8_P1_R02,MC1_BASE_N2_L8_P1_R02,430100201,430200201,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,28cd84fea517d85d7970ffae731476aebfb090325ceae7ea79a4209d5619795f,-12.6641009188011,15.8284039020098,9.99999999999996
1412,MC1_K2_N2_L8_SP14_P1_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,14,14,5,2,201,MC1_BASE_N2_L8_P1_R02,MC1_BASE_N2_L8_P1_R02,430100201,430200201,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,1b520d2b0f2bc355547250cf519f1882db9eea9be2161387a98ea7c847cbf0c0,-8.66410091880105,19.8284039020098,14
1413,MC1_K2_N2_L8_SP18_P1_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,18,18,6,2,201,MC1_BASE_N2_L8_P1_R02,MC1_BASE_N2_L8_P1_R02,430100201,430200201,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,e88570cb416149d8d7c652e3978e6b9c190ce8a7c626c0740f703d91d4a608fc,-4.66410091880105,23.8284039020098,18
1414,MC1_K2_N2_L8_SP22_P1_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,22,22,7,2,201,MC1_BASE_N2_L8_P1_R02,MC1_BASE_N2_L8_P1_R02,430100201,430200201,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,b69a2a52def1bfbda7a2961a6ef0e066be660e53ebd56d234be5b95125733860,-0.664100918801053,27.8284039020098,22
1415,MC1_K2_N2_L8_SM6_P1_R03,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,-6,-6,1,3,202,MC1_BASE_N2_L8_P1_R03,MC1_BASE_N2_L8_P1_R03,430100202,430200202,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,909224493ffe574cfb9008d66aa84df4c374d2e590f672c96a8a6b6754053fd6,-28.6641009188011,-0.171596097990171,-6.00000000000004
1416,MC1_K2_N2_L8_SP0_P1_R03,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,0,0,2,3,202,MC1_BASE_N2_L8_P1_R03,MC1_BASE_N2_L8_P1_R03,430100202,430200202,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,aecaa7d974de85c577f3b3891fb5f2dcd4ec1330cf2cf543ca240ae62f7a18ab,-22.6641009188011,5.82840390200983,-6.75029226587301e-15
1417,MC1_K2_N2_L8_SP6_P1_R03,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,6,6,3,3,202,MC1_BASE_N2_L8_P1_R03,MC1_BASE_N2_L8_P1_R03,430100202,430200202,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,d70d21f8eaf996b1bd779596b538b5970785fb6cee521043d32e70895e9ba2ba,-16.6641009188011,11.8284039020098,5.99999999999992
1418,MC1_K2_N2_L8_SP10_P1_R03,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,10,10,4,3,202,MC1_BASE_N2_L8_P1_R03,MC1_BASE_N2_L8_P1_R03,430100202,430200202,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,e50f069c3136f75e3106075c9d99b42c7f453a751af9bfbca8cb0752faabe684,-12.6641009188011,15.8284039020098,9.99999999999996
1419,MC1_K2_N2_L8_SP14_P1_R03,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,14,14,5,3,202,MC1_BASE_N2_L8_P1_R03,MC1_BASE_N2_L8_P1_R03,430100202,430200202,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,bf683d66e3b342be2e78d46615a47234a143636d7193ac62d9d3ec3c03565818,-8.66410091880105,19.8284039020098,14
1420,MC1_K2_N2_L8_SP18_P1_R03,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,18,18,6,3,202,MC1_BASE_N2_L8_P1_R03,MC1_BASE_N2_L8_P1_R03,430100202,430200202,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,479c555b801e9d2d06becb7ab62cfc84466638c94d892304bd9189d054182a7b,-4.66410091880105,23.8284039020098,18
1421,MC1_K2_N2_L8_SP22_P1_R03,2,STAGE5_TOEPLITZ_CORRELATED,2,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,22,22,7,3,202,MC1_BASE_N2_L8_P1_R03,MC1_BASE_N2_L8_P1_R03,430100202,430200202,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,3dc201407cb44c5b27c961c69c74b5bc8d60acbf8976fa5efad57b3494cae340,-0.664100918801053,27.8284039020098,22
