diagnostic_row_index,evaluation_row_index,diagnostic_trial_id,common_trial_id,global_trial_index,trial_type,stratum_index,stratum_id,pairing_key,trial_index_within_stratum,profile_id,sentinel_flag,measurement_config_id,noise_profile_id,L,parameter_seed,element_noise_seed,separation_auxiliary_seed,center_az_deg,center_el_deg,snr_db,secondary_power_db,correlation_magnitude,correlation_phase_rad,true_separation_deg,direction_deg,element_trial_hash,threshold_calibration_hash,threshold_artifact_hash,q_global,lambda_12,state,diagnostic_state,false_split_flag,false_resolved_flag,K2_UNRESOLVED_flag,SEARCH_NOT_CONVERGED_flag,NUMERIC_RANK_DEFICIENT_flag,decision_available_flag,lrt_split_detected_flag,separation_evaluated_flag,fit1_validity_status,fit2_validity_status,separation_status,valid_k1_fit_flag,valid_k2_fit_flag,truth_target1_az_deg,truth_target1_el_deg,truth_target2_az_deg,truth_target2_el_deg,k1_estimate_az_deg,k1_estimate_el_deg,k2_selected_start_id,initial_target1_az_deg,initial_target1_el_deg,initial_target2_az_deg,initial_target2_el_deg,final_target1_az_deg,final_target1_el_deg,final_target2_az_deg,final_target2_el_deg,azimuth_rmse_deg,elevation_rmse_deg,joint_2d_rmse_deg,initial_joint_2d_rmse_deg,joint_refinement_improved_flag,true_separation_az_deg,true_separation_el_deg,estimated_separation_az_deg,estimated_separation_el_deg,separation_vector_error_deg,score_call_count,svd_call_count,truth_used_in_fit_flag,truth_used_in_classifier_flag,row_runtime_sec
103,103,CD_K1_L8_N2_T02,CD_K1_L8_N2_T02,52,K1,6,K1V_L8_N2,CD_K1_L8_N2_T02,2,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,8,2426077701,2426077801,2426077901,7.6439486302651,10.009230903316,1.9832945934278,NaN,NaN,NaN,NaN,NaN,41d9646581a4cda689acdf99bf8a68d35ec5690891e8a0eb0c57ca71747bcef3,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,132.883091977669,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,221.77471695
104,104,CD_K1_L8_N2_T02,CD_K1_L8_N2_T02,52,K1,6,K1V_L8_N2,CD_K1_L8_N2_T02,2,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,8,2426077701,2426077801,2426077901,7.6439486302651,10.009230903316,1.9832945934278,NaN,NaN,NaN,NaN,NaN,41d9646581a4cda689acdf99bf8a68d35ec5690891e8a0eb0c57ca71747bcef3,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,132.960208707196,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,221.77471695
105,105,CD_K1_L8_N2_T03,CD_K1_L8_N2_T03,53,K1,6,K1V_L8_N2,CD_K1_L8_N2_T03,3,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,8,2426077702,2426077802,2426077902,7.5302753183097,9.79705499289476,4.65411096846367,NaN,NaN,NaN,NaN,NaN,5e9c761ae845335d4dc3e301b88a3b4c4be845d0c733eeab6978ba98cae81d2a,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,300.591772348943,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,254.10906805
106,106,CD_K1_L8_N2_T03,CD_K1_L8_N2_T03,53,K1,6,K1V_L8_N2,CD_K1_L8_N2_T03,3,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,8,2426077702,2426077802,2426077902,7.5302753183097,9.79705499289476,4.65411096846367,NaN,NaN,NaN,NaN,NaN,5e9c761ae845335d4dc3e301b88a3b4c4be845d0c733eeab6978ba98cae81d2a,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,362.61999994293,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,254.10906805
107,107,CD_K1_L8_N2_T04,CD_K1_L8_N2_T04,54,K1,6,K1V_L8_N2,CD_K1_L8_N2_T04,4,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,8,2426077703,2426077803,2426077903,8.13464483969124,10.2989060982123,8.33637731724005,NaN,NaN,NaN,NaN,NaN,a7e667d64f9b4ba9975c7946c09979bcaa6331a60fe900a012ab660132e93684,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,446.618527319776,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,245.15217145
108,108,CD_K1_L8_N2_T04,CD_K1_L8_N2_T04,54,K1,6,K1V_L8_N2,CD_K1_L8_N2_T04,4,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,8,2426077703,2426077803,2426077903,8.13464483969124,10.2989060982123,8.33637731724005,NaN,NaN,NaN,NaN,NaN,a7e667d64f9b4ba9975c7946c09979bcaa6331a60fe900a012ab660132e93684,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,619.937840417281,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,245.15217145
109,109,CD_K1_L8_N2_T05,CD_K1_L8_N2_T05,55,K1,6,K1V_L8_N2,CD_K1_L8_N2_T05,5,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,8,2426077704,2426077804,2426077904,8.20898076308994,9.99854648701497,0.211541912954566,NaN,NaN,NaN,NaN,NaN,210e9b660ee95d94c327d1808e33783fe6c542fccd688cf62631365b055ed864,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,16.3703752419389,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.73956415
110,110,CD_K1_L8_N2_T05,CD_K1_L8_N2_T05,55,K1,6,K1V_L8_N2,CD_K1_L8_N2_T05,5,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,8,2426077704,2426077804,2426077904,8.20898076308994,9.99854648701497,0.211541912954566,NaN,NaN,NaN,NaN,NaN,210e9b660ee95d94c327d1808e33783fe6c542fccd688cf62631365b055ed864,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,14.0579659906861,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.73956415
111,111,CD_K1_L8_N2_T06,CD_K1_L8_N2_T06,56,K1,6,K1V_L8_N2,CD_K1_L8_N2_T06,6,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,8,2426077705,2426077805,2426077905,8.0299779732813,9.88410263415978,1.70069745958247,NaN,NaN,NaN,NaN,NaN,7a7524718d485457c857ce9036cc7cf858cf0db44446918c4889ff1a2d6a25c8,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,156.42571518722,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,255.02278635
112,112,CD_K1_L8_N2_T06,CD_K1_L8_N2_T06,56,K1,6,K1V_L8_N2,CD_K1_L8_N2_T06,6,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,8,2426077705,2426077805,2426077905,8.0299779732813,9.88410263415978,1.70069745958247,NaN,NaN,NaN,NaN,NaN,7a7524718d485457c857ce9036cc7cf858cf0db44446918c4889ff1a2d6a25c8,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,177.967659214745,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,255.02278635
113,113,CD_K1_L8_N2_T07,CD_K1_L8_N2_T07,57,K1,6,K1V_L8_N2,CD_K1_L8_N2_T07,7,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,8,2426077706,2426077806,2426077906,7.53167674433784,10.1091875171766,-3.76103977582446,NaN,NaN,NaN,NaN,NaN,8c392529f0ffd64503ccf48449a1fcde55cb334f0ea5e2768e6672d7f1ff3ee9,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,118.490447044138,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,232.0337764
114,114,CD_K1_L8_N2_T07,CD_K1_L8_N2_T07,57,K1,6,K1V_L8_N2,CD_K1_L8_N2_T07,7,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,8,2426077706,2426077806,2426077906,7.53167674433784,10.1091875171766,-3.76103977582446,NaN,NaN,NaN,NaN,NaN,8c392529f0ffd64503ccf48449a1fcde55cb334f0ea5e2768e6672d7f1ff3ee9,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,134.489466356241,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,232.0337764
115,115,CD_K1_L8_N2_T08,CD_K1_L8_N2_T08,58,K1,6,K1V_L8_N2,CD_K1_L8_N2_T08,8,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,8,2426077707,2426077807,2426077907,7.68511183567797,9.88526987980271,3.92261678562119,NaN,NaN,NaN,NaN,NaN,71ea85056a0b587c4588488431198a6c66baff9dc844da7bb92200366b27e559,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,382.241936278184,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,250.42408775
116,116,CD_K1_L8_N2_T08,CD_K1_L8_N2_T08,58,K1,6,K1V_L8_N2,CD_K1_L8_N2_T08,8,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,8,2426077707,2426077807,2426077907,7.68511183567797,9.88526987980271,3.92261678562119,NaN,NaN,NaN,NaN,NaN,71ea85056a0b587c4588488431198a6c66baff9dc844da7bb92200366b27e559,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,498.786406734555,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,250.42408775
117,117,CD_K1_L8_N2_T09,CD_K1_L8_N2_T09,59,K1,6,K1V_L8_N2,CD_K1_L8_N2_T09,9,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,8,2426077708,2426077808,2426077908,8.1952697790409,10.232176119886,-4.16953294680776,NaN,NaN,NaN,NaN,NaN,235526ece1487e1ca4b3d43e7264d13d90b67691ae3069a51c290d63059ba6fc,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,28.6321504628345,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.69197845
118,118,CD_K1_L8_N2_T09,CD_K1_L8_N2_T09,59,K1,6,K1V_L8_N2,CD_K1_L8_N2_T09,9,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,8,2426077708,2426077808,2426077908,8.1952697790409,10.232176119886,-4.16953294680776,NaN,NaN,NaN,NaN,NaN,235526ece1487e1ca4b3d43e7264d13d90b67691ae3069a51c290d63059ba6fc,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,26.422192493661,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.69197845
119,119,CD_K1_L8_N2_T10,CD_K1_L8_N2_T10,60,K1,6,K1V_L8_N2,CD_K1_L8_N2_T10,10,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,8,2426077709,2426077809,2426077909,8.47241204903726,10.1025642724223,11.5239468842568,NaN,NaN,NaN,NaN,NaN,1ff7c434f4d84abe0bd5d4c7cce07f6fafcf6d0d37ae19c7c1ec7db2ec575183,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,636.043073883872,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,232.24144055
120,120,CD_K1_L8_N2_T10,CD_K1_L8_N2_T10,60,K1,6,K1V_L8_N2,CD_K1_L8_N2_T10,10,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,8,2426077709,2426077809,2426077909,8.47241204903726,10.1025642724223,11.5239468842568,NaN,NaN,NaN,NaN,NaN,1ff7c434f4d84abe0bd5d4c7cce07f6fafcf6d0d37ae19c7c1ec7db2ec575183,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,913.535950465138,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,232.24144055
121,121,CD_K2_L1_N1_P01,CD_K2_L1_N1_P01,61,K2,1,K1V_L1_N1,CD_K2_L1_N1_P01,1,1,1,PRIMARY_RECT_E14_A31,WHITE,1,2526072700,2526072800,2526072900,8,10,6,0,1,1.61803720267997,0.35,0,5a9dc123b5418a0fb60c6f487f65d821e925e79f81d6aac75b9b72998200408b,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,92.2981434521492,K2_RESOLVED,K2_RESOLVED,0,0,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,7.825,10,8.175,10,8,10,K2_GROUPED_Q1_KQ2,7.8,10,8.2,10,7.8,10,8.2,10,0.0249999999999995,0,0.0249999999999995,0.0249999999999995,1,0.350000000000001,0,0.399999999999999,0,0.0499999999999989,98,235,0,0,227.2152302
122,122,CD_K2_L1_N1_P01,CD_K2_L1_N1_P01,61,K2,1,K1V_L1_N1,CD_K2_L1_N1_P01,1,1,1,SENSITIVITY_FULL_PARENT_5X5,WHITE,1,2526072700,2526072800,2526072900,8,10,6,0,1,1.61803720267997,0.35,0,5a9dc123b5418a0fb60c6f487f65d821e925e79f81d6aac75b9b72998200408b,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,120.530086704783,K2_RESOLVED,K2_RESOLVED,0,0,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,7.825,10,8.175,10,8,10,K2_GROUPED_Q1_KQ2,7.8,10,8.2,10,7.8,10,8.2,10,0.0249999999999995,0,0.0249999999999995,0.0249999999999995,1,0.350000000000001,0,0.399999999999999,0,0.0499999999999989,98,235,0,0,213.0141782
123,123,CD_K2_L1_N1_P02,CD_K2_L1_N1_P02,62,K2,1,K1V_L1_N1,CD_K2_L1_N1_P02,2,2,0,PRIMARY_RECT_E14_A31,WHITE,1,2526072701,2526072801,2526072901,7.9,10,6,-6,1,1.47957405739993,0.3,30,ebb0f57d5c23be597277332d5511b5f9163e6bd9c0f89d97a7d43fd60b1729b0,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,43.4383674616839,K2_LRT_DETECTED_SEPARATION_NOT_RUN,K2_LRT_DETECTED_SEPARATION_NOT_RUN,0,0,0,0,0,1,1,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_NON_SENTINEL_DIAGNOSTIC,1,1,7.77009618943233,9.925,8.02990381056767,10.075,7.8,10,K2_GROUPED_Q1_KQ2,7.6,10,8,10,7.6,10,8,10,0.12212074259901,0.0749999999999993,0.143312510873732,0.143312510873732,1,0.259807621135331,0.149999999999999,0.4,0,0.20531415706603,83,200,0,0,0.2291144
124,124,CD_K2_L1_N1_P03,CD_K2_L1_N1_P03,63,K2,1,K1V_L1_N1,CD_K2_L1_N1_P03,3,3,0,PRIMARY_RECT_E14_A31,WHITE,1,2526072702,2526072802,2526072902,8.1,10,0,-6,1,1.59983563153097,0.24,60,63ffc9eb9421eda70b5969f97c81481bfdf1ee7a6b530400cc1ddc242ba4504e,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,22.6627602373461,K1_FAVORED_MISSED_SPLIT,K1_FAVORED_MISSED_SPLIT,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,8.04,9.89607695154587,8.16,10.1039230484541,8,10,K2_GROUPED_Q1_KQ2,8.2,10,8.6,10,8.2,10,8.6,10.2,0.331058907144937,0.100076921960927,0.345854579714037,0.346987031457949,1,0.120000000000001,0.207846096908266,0.4,0.199999999999999,0.280109909208321,138,315,0,0,0.1588235
125,125,CD_K2_L1_N1_P04,CD_K2_L1_N1_P04,64,K2,1,K1V_L1_N1,CD_K2_L1_N1_P04,4,4,0,PRIMARY_RECT_E14_A31,WHITE,1,2526072703,2526072803,2526072903,8,9.9,0,-12,1,1.58299435672843,0.2,90,6bd01c7b978ca916b37f8d894b939827ff2d426e054446607a3bb7eba70321a5,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,10.4428139742407,K1_FAVORED_MISSED_SPLIT,K1_FAVORED_MISSED_SPLIT,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,8,9.8,8,10,8,9.8,K2_GROUPED_Q1_KQ2,8,9.8,8.6,9.8,8,9.8,8,10.2,0,0.141421356237309,0.141421356237309,0.447213595499958,1,0,0.199999999999999,0,0.399999999999999,0.199999999999999,98,235,0,0,0.1486276
126,126,CD_K2_L1_N1_P05,CD_K2_L1_N1_P05,65,K2,1,K1V_L1_N1,CD_K2_L1_N1_P05,5,5,0,PRIMARY_RECT_E14_A31,WHITE,1,2526072704,2526072804,2526072904,8,10.1,0,-6,1,0.02463980623049,0.15,120,8a7264645055e997ab0c187d04dcead8c9afd4f2b7e5db835160f1cba34c7ba3,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,1.84531585741613,K1_FAVORED_MISSED_SPLIT,K1_FAVORED_MISSED_SPLIT,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,8.0375,10.0350480947162,7.9625,10.1649519052838,8,10,K2_GROUPED_Q1_KQ2,8.2,10,7.8,10,8.2,10,7.8,10,0.1625,0.119242400177118,0.201556443707464,0.201556443707464,1,-0.0749999999999993,0.129903810567665,-0.399999999999999,0,0.35,63,160,0,0,0.1027841
127,127,CD_K2_L1_N1_P06,CD_K2_L1_N1_P06,66,K2,1,K1V_L1_N1,CD_K2_L1_N1_P06,6,6,0,PRIMARY_RECT_E14_A31,WHITE,1,2526072705,2526072805,2526072905,7.9,9.95,-6,-6,1,5.55504944467848,0.18,150,ac1e52b1dbc180a110ccbee3c1586d6c7ab3af8a50190ec8fc342ab85e21e6af,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,5.73068517446752,K1_FAVORED_MISSED_SPLIT,K1_FAVORED_MISSED_SPLIT,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,7.9779422863406,9.905,7.8220577136594,9.995,8,10,K2_GROUPED_Q1_KQ2,8.2,10,7.4,10,8.2,10,7.4,9.8,0.337225697311934,0.153378616501779,0.370467503200375,0.343869409700136,0,-0.155884572681199,0.0899999999999999,-0.799999999999999,-0.199999999999999,0.706388479315794,84,201,0,0,0.1355594
