diagnostic_row_index,evaluation_row_index,diagnostic_trial_id,common_trial_id,global_trial_index,trial_type,stratum_index,stratum_id,pairing_key,trial_index_within_stratum,profile_id,sentinel_flag,measurement_config_id,noise_profile_id,L,parameter_seed,element_noise_seed,separation_auxiliary_seed,center_az_deg,center_el_deg,snr_db,secondary_power_db,correlation_magnitude,correlation_phase_rad,true_separation_deg,direction_deg,element_trial_hash,threshold_calibration_hash,threshold_artifact_hash,q_global,lambda_12,state,diagnostic_state,false_split_flag,false_resolved_flag,K2_UNRESOLVED_flag,SEARCH_NOT_CONVERGED_flag,NUMERIC_RANK_DEFICIENT_flag,decision_available_flag,lrt_split_detected_flag,separation_evaluated_flag,fit1_validity_status,fit2_validity_status,separation_status,valid_k1_fit_flag,valid_k2_fit_flag,truth_target1_az_deg,truth_target1_el_deg,truth_target2_az_deg,truth_target2_el_deg,k1_estimate_az_deg,k1_estimate_el_deg,k2_selected_start_id,initial_target1_az_deg,initial_target1_el_deg,initial_target2_az_deg,initial_target2_el_deg,final_target1_az_deg,final_target1_el_deg,final_target2_az_deg,final_target2_el_deg,azimuth_rmse_deg,elevation_rmse_deg,joint_2d_rmse_deg,initial_joint_2d_rmse_deg,joint_refinement_improved_flag,true_separation_az_deg,true_separation_el_deg,estimated_separation_az_deg,estimated_separation_el_deg,separation_vector_error_deg,score_call_count,svd_call_count,truth_used_in_fit_flag,truth_used_in_classifier_flag,row_runtime_sec
25,25,CD_K1_L1_N2_T03,CD_K1_L1_N2_T03,13,K1,2,K1V_L1_N2,CD_K1_L1_N2_T03,3,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,1,2426073702,2426073802,2426073902,7.74196995675789,9.72370831139183,-11.2135605956464,NaN,NaN,NaN,NaN,NaN,31d23deff83f1a6ddcf0ba6035dd0382d72b8799d4ad43d13f89e8a4fbebd71b,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,7.63698018222292,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.69739205
26,26,CD_K1_L1_N2_T03,CD_K1_L1_N2_T03,13,K1,2,K1V_L1_N2,CD_K1_L1_N2_T03,3,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,1,2426073702,2426073802,2426073902,7.74196995675789,9.72370831139183,-11.2135605956464,NaN,NaN,NaN,NaN,NaN,31d23deff83f1a6ddcf0ba6035dd0382d72b8799d4ad43d13f89e8a4fbebd71b,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,7.20428261453585,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.69739205
27,27,CD_K1_L1_N2_T04,CD_K1_L1_N2_T04,14,K1,2,K1V_L1_N2,CD_K1_L1_N2_T04,4,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,1,2426073703,2426073803,2426073903,7.76417984614483,9.85115746525378,-3.82617527878044,NaN,NaN,NaN,NaN,NaN,bf1f6a5df3884e3c5094e0d614d51e7d5cfd5def9db0bf3d76773d0ea2c0db51,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,5.66827226509271,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.67146785
28,28,CD_K1_L1_N2_T04,CD_K1_L1_N2_T04,14,K1,2,K1V_L1_N2,CD_K1_L1_N2_T04,4,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,1,2426073703,2426073803,2426073903,7.76417984614483,9.85115746525378,-3.82617527878044,NaN,NaN,NaN,NaN,NaN,bf1f6a5df3884e3c5094e0d614d51e7d5cfd5def9db0bf3d76773d0ea2c0db51,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,5.44941608472257,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.67146785
29,29,CD_K1_L1_N2_T05,CD_K1_L1_N2_T05,15,K1,2,K1V_L1_N2,CD_K1_L1_N2_T05,5,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,1,2426073704,2426073804,2426073904,8.25368593209982,10.0309579255737,3.81740171615433,NaN,NaN,NaN,NaN,NaN,8fedb1e77edef68b6ae7eb97a2af0d86a162d050ca9a5b793417bf7c835a83ed,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,32.9721749258671,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,121.5040634
30,30,CD_K1_L1_N2_T05,CD_K1_L1_N2_T05,15,K1,2,K1V_L1_N2,CD_K1_L1_N2_T05,5,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,1,2426073704,2426073804,2426073904,8.25368593209982,10.0309579255737,3.81740171615433,NaN,NaN,NaN,NaN,NaN,8fedb1e77edef68b6ae7eb97a2af0d86a162d050ca9a5b793417bf7c835a83ed,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,39.5494311064704,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,121.5040634
31,31,CD_K1_L1_N2_T06,CD_K1_L1_N2_T06,16,K1,2,K1V_L1_N2,CD_K1_L1_N2_T06,6,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,1,2426073705,2426073805,2426073905,8.32442944117986,10.0754691925753,-1.83164263258859,NaN,NaN,NaN,NaN,NaN,a0a8adf449e289f37647f06187fc73c214ddd0bbc804db3f6a9d561ba610d263,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,28.5147308634191,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.66112705
32,32,CD_K1_L1_N2_T06,CD_K1_L1_N2_T06,16,K1,2,K1V_L1_N2,CD_K1_L1_N2_T06,6,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,1,2426073705,2426073805,2426073905,8.32442944117986,10.0754691925753,-1.83164263258859,NaN,NaN,NaN,NaN,NaN,a0a8adf449e289f37647f06187fc73c214ddd0bbc804db3f6a9d561ba610d263,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,27.4476847880344,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.66112705
33,33,CD_K1_L1_N2_T07,CD_K1_L1_N2_T07,17,K1,2,K1V_L1_N2,CD_K1_L1_N2_T07,7,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,1,2426073706,2426073806,2426073906,7.77844869011916,10.1643062055909,1.23572837852058,NaN,NaN,NaN,NaN,NaN,bb90f2e72ad5569dcbcc1428a4e48c3beff52c8e06251c2cbb5d6844201f8ad8,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,13.2246683922602,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.6783122
34,34,CD_K1_L1_N2_T07,CD_K1_L1_N2_T07,17,K1,2,K1V_L1_N2,CD_K1_L1_N2_T07,7,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,1,2426073706,2426073806,2426073906,7.77844869011916,10.1643062055909,1.23572837852058,NaN,NaN,NaN,NaN,NaN,bb90f2e72ad5569dcbcc1428a4e48c3beff52c8e06251c2cbb5d6844201f8ad8,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,12.4046528401483,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.6783122
35,35,CD_K1_L1_N2_T08,CD_K1_L1_N2_T08,18,K1,2,K1V_L1_N2,CD_K1_L1_N2_T08,8,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,1,2426073707,2426073807,2426073907,8.40965568323016,9.9807461267047,-1.45563309820117,NaN,NaN,NaN,NaN,NaN,a33d6138229de44c52bee2e909ccf06e9300f43535a6c7f60e5034e93a6301a0,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,5.36539095539455,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.63006445
36,36,CD_K1_L1_N2_T08,CD_K1_L1_N2_T08,18,K1,2,K1V_L1_N2,CD_K1_L1_N2_T08,8,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,1,2426073707,2426073807,2426073907,8.40965568323016,9.9807461267047,-1.45563309820117,NaN,NaN,NaN,NaN,NaN,a33d6138229de44c52bee2e909ccf06e9300f43535a6c7f60e5034e93a6301a0,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,3.30267554076195,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.63006445
37,37,CD_K1_L1_N2_T09,CD_K1_L1_N2_T09,19,K1,2,K1V_L1_N2,CD_K1_L1_N2_T09,9,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,1,2426073708,2426073808,2426073908,8.43628518086812,10.1099790643408,-0.840867330085732,NaN,NaN,NaN,NaN,NaN,7dec32c761298ab09aa82892e282b10057870591650e699196db963747a4cbb3,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,38.7144649868211,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,119.40826875
38,38,CD_K1_L1_N2_T09,CD_K1_L1_N2_T09,19,K1,2,K1V_L1_N2,CD_K1_L1_N2_T09,9,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,1,2426073708,2426073808,2426073908,8.43628518086812,10.1099790643408,-0.840867330085732,NaN,NaN,NaN,NaN,NaN,7dec32c761298ab09aa82892e282b10057870591650e699196db963747a4cbb3,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,31.4597171429527,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,119.40826875
39,39,CD_K1_L1_N2_T10,CD_K1_L1_N2_T10,20,K1,2,K1V_L1_N2,CD_K1_L1_N2_T10,10,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,1,2426073709,2426073809,2426073909,7.55269321676586,10.1457315409122,1.29676516574037,NaN,NaN,NaN,NaN,NaN,f00698c31bc1bdcc7cd95bae757ce42cbf61503bc8e9e8e8a210b79abba363d9,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,23.6582739602853,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.62805955
40,40,CD_K1_L1_N2_T10,CD_K1_L1_N2_T10,20,K1,2,K1V_L1_N2,CD_K1_L1_N2_T10,10,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,1,2426073709,2426073809,2426073909,7.55269321676586,10.1457315409122,1.29676516574037,NaN,NaN,NaN,NaN,NaN,f00698c31bc1bdcc7cd95bae757ce42cbf61503bc8e9e8e8a210b79abba363d9,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,26.4576510246475,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.62805955
41,41,CD_K1_L4_N1_T01,CD_K1_L4_N1_T01,21,K1,3,K1V_L4_N1,CD_K1_L4_N1_T01,1,0,0,PRIMARY_RECT_E14_A31,WHITE,4,2426074700,2426074800,2426074900,7.75747511005183,9.88502768298078,-4.12466625178145,NaN,NaN,NaN,NaN,NaN,84d386f4d2b45aa5fa88a29c162517b2b08d4cae5a7225d9c5c702bc3c6e5ae5,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,25.1572631194959,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.7179271
42,42,CD_K1_L4_N1_T01,CD_K1_L4_N1_T01,21,K1,3,K1V_L4_N1,CD_K1_L4_N1_T01,1,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,4,2426074700,2426074800,2426074900,7.75747511005183,9.88502768298078,-4.12466625178145,NaN,NaN,NaN,NaN,NaN,84d386f4d2b45aa5fa88a29c162517b2b08d4cae5a7225d9c5c702bc3c6e5ae5,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,23.1658050561784,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.7179271
43,43,CD_K1_L4_N1_T02,CD_K1_L4_N1_T02,22,K1,3,K1V_L4_N1,CD_K1_L4_N1_T02,2,0,0,PRIMARY_RECT_E14_A31,WHITE,4,2426074701,2426074801,2426074901,7.8554044869217,10.0431841506393,-2.7668252019121,NaN,NaN,NaN,NaN,NaN,f5a2e001e5019b01c9e9004876dccac148a2c7c9efad43c735dcd4eb44c4ec63,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,28.8785498057527,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.648411
44,44,CD_K1_L4_N1_T02,CD_K1_L4_N1_T02,22,K1,3,K1V_L4_N1,CD_K1_L4_N1_T02,2,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,4,2426074701,2426074801,2426074901,7.8554044869217,10.0431841506393,-2.7668252019121,NaN,NaN,NaN,NaN,NaN,f5a2e001e5019b01c9e9004876dccac148a2c7c9efad43c735dcd4eb44c4ec63,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,31.0383695662256,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.648411
45,45,CD_K1_L4_N1_T03,CD_K1_L4_N1_T03,23,K1,3,K1V_L4_N1,CD_K1_L4_N1_T03,3,0,0,PRIMARY_RECT_E14_A31,WHITE,4,2426074702,2426074802,2426074902,7.93307303792341,10.0463679851294,9.10254306138344,NaN,NaN,NaN,NaN,NaN,ed4020e99e5b091c584e7f94a9cf20a77f1331138a8a095db6e195b069c0a390,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,196.313176815917,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,224.32990565
46,46,CD_K1_L4_N1_T03,CD_K1_L4_N1_T03,23,K1,3,K1V_L4_N1,CD_K1_L4_N1_T03,3,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,4,2426074702,2426074802,2426074902,7.93307303792341,10.0463679851294,9.10254306138344,NaN,NaN,NaN,NaN,NaN,ed4020e99e5b091c584e7f94a9cf20a77f1331138a8a095db6e195b069c0a390,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,245.471643070339,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,224.32990565
47,47,CD_K1_L4_N1_T04,CD_K1_L4_N1_T04,24,K1,3,K1V_L4_N1,CD_K1_L4_N1_T04,4,0,0,PRIMARY_RECT_E14_A31,WHITE,4,2426074703,2426074803,2426074903,7.5875390806601,9.74269750636754,6.58022302542844,NaN,NaN,NaN,NaN,NaN,3611f08db108e4e33fec28346c41b28caa3d6962179af4dd035febc07cd51295,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,62.0524274150802,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,231.6885
48,48,CD_K1_L4_N1_T04,CD_K1_L4_N1_T04,24,K1,3,K1V_L4_N1,CD_K1_L4_N1_T04,4,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,4,2426074703,2426074803,2426074903,7.5875390806601,9.74269750636754,6.58022302542844,NaN,NaN,NaN,NaN,NaN,3611f08db108e4e33fec28346c41b28caa3d6962179af4dd035febc07cd51295,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,64.6145439770215,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,231.6885
49,49,CD_K1_L4_N1_T05,CD_K1_L4_N1_T05,25,K1,3,K1V_L4_N1,CD_K1_L4_N1_T05,5,0,0,PRIMARY_RECT_E14_A31,WHITE,4,2426074704,2426074804,2426074904,7.62720326610235,9.96627462799167,-10.8960158993708,NaN,NaN,NaN,NaN,NaN,5a057e8a2cfeeb6d9a127c0a9770844b81a3a8ad422fec6dd9d177d560b08f70,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,17.0877778651342,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.66322825
50,50,CD_K1_L4_N1_T05,CD_K1_L4_N1_T05,25,K1,3,K1V_L4_N1,CD_K1_L4_N1_T05,5,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,4,2426074704,2426074804,2426074904,7.62720326610235,9.96627462799167,-10.8960158993708,NaN,NaN,NaN,NaN,NaN,5a057e8a2cfeeb6d9a127c0a9770844b81a3a8ad422fec6dd9d177d560b08f70,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,16.183606147091,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.66322825
