trial_id,white_snr_db,profile_id,noise_profile_id,L,replicate_id,tangent_valid,full4d_valid,tangent_loglik,full4d_loglik,likelihood_tolerance,numerical_optimization_incomplete_flag,complete_likelihood_subset_flag,tangent_joint_RMSE_deg,full4d_joint_RMSE_deg,paired_delta_deg,paired_outcome,optimizer_status,score_call_count,SVD_call_count,runtime_sec
MC1_K2_N1_L4_SP0_P4_R10,0,P4,WHITE,4,10,1,1,-110.088968039476,-109.783986331257,1.56445833055551e-12,0,1,0.135768945745809,0.503093240230049,-0.36732429448424,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4710,9420,4.2521199
MC1_K2_N1_L4_SP10_P1_R01,10,P1,WHITE,4,1,1,1,-121.654175765674,-121.535822429902,1.72880981730364e-12,0,1,0.0700333203216198,0.109482196641645,-0.039448876320025,TANGENT_WIN,FULL4D_CML_CONVERGED,2806,5612,2.7399362
MC1_K2_N1_L4_SP10_P1_R02,10,P1,WHITE,4,2,1,1,-130.066662887707,-130.065893420034,1.84835844958836e-12,0,1,0.371008337180735,0.3717280924083,-0.0007197552275649,TANGENT_WIN,FULL4D_CML_STATIONARY,4726,9452,4.0522809
MC1_K2_N1_L4_SP10_P1_R03,10,P1,WHITE,4,3,1,1,-113.389219846818,-113.44257034589,1.61135772951323e-12,1,0,0.178530523527447,0.153637868826528,0.0248926547009189,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4213,8426,3.6848968
MC1_K2_N1_L4_SP10_P1_R04,10,P1,WHITE,4,4,1,1,-117.786975264747,-117.553967915624,1.67385359283041e-12,0,1,0.153541837912446,0.15125631604735,0.00228552186509567,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5086,10172,4.4015203
MC1_K2_N1_L4_SP10_P1_R05,10,P1,WHITE,4,5,1,1,-125.591091961828,-125.482271447428,1.78475676139311e-12,0,1,0.0742390288780799,0.104140119050186,-0.0299010901721057,TANGENT_WIN,FULL4D_CML_CONVERGED,2374,4748,2.023912
MC1_K2_N1_L4_SP10_P1_R06,10,P1,WHITE,4,6,1,1,-125.439062745356,-125.426879691408,1.78259629628536e-12,0,1,0.070351806007118,0.0818873781071446,-0.0115355721000266,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4112,8224,3.672989
MC1_K2_N1_L4_SP10_P1_R07,10,P1,WHITE,4,7,1,1,-122.390002550527,-122.266201918419,1.73926654483874e-12,0,1,0.417142153169426,0.391249288628115,0.0258928645413105,TANGENT_LOSS,FULL4D_CML_CONVERGED,1494,2988,1.2952068
MC1_K2_N1_L4_SP10_P1_R08,10,P1,WHITE,4,8,1,1,-107.254690844695,-107.257753976338,1.52418082911787e-12,1,0,0.108822452102485,0.106350442317811,0.00247200978467439,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5262,10524,4.4954434
MC1_K2_N1_L4_SP10_P1_R09,10,P1,WHITE,4,9,1,1,-120.362057948881,-120.102420265156,1.71044771873427e-12,0,1,0.0971180951505798,0.120310380355787,-0.0231922852052069,TANGENT_WIN,FULL4D_CML_CONVERGED,2306,4612,2.0110955
MC1_K2_N1_L4_SP10_P1_R10,10,P1,WHITE,4,10,1,1,-137.611220394477,-137.483509591113,1.95557306020756e-12,0,1,0.185984466677352,0.132859764527095,0.0531247021502571,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4510,9020,3.8742608
MC1_K2_N1_L4_SP10_P2_R01,10,P2,WHITE,4,1,1,1,-116.366254993814,-116.331216620706,1.65366394346924e-12,0,1,0.114121324087787,0.180079055922553,-0.0659577318347661,TANGENT_WIN,FULL4D_CML_CONVERGED,4776,9552,4.0931883
MC1_K2_N1_L4_SP10_P2_R02,10,P2,WHITE,4,2,1,1,-113.033232520363,-112.943919513956,1.60629884533653e-12,0,1,0.195346935061561,0.210130012796121,-0.01478307773456,TANGENT_WIN,FULL4D_CML_STATIONARY,3274,6548,3.1067361
MC1_K2_N1_L4_SP10_P2_R03,10,P2,WHITE,4,3,1,1,-132.668328353611,-132.496396457452,1.88533033954188e-12,0,1,0.373681941173861,0.34390866125673,0.0297732799171305,TANGENT_LOSS,FULL4D_CML_CONVERGED,1490,2980,1.3623875
MC1_K2_N1_L4_SP10_P2_R04,10,P2,WHITE,4,4,1,1,-116.40967791744,-116.152362576283,1.6542810203282e-12,0,1,0.109481825071004,0.170383139414745,-0.0609013143437411,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5262,10524,4.9245974
MC1_K2_N1_L4_SP10_P2_R05,10,P2,WHITE,4,5,1,1,-123.874653363421,-123.829816511743,1.76036470184359e-12,0,1,0.339015029711465,0.354264256844105,-0.0152492271326398,TANGENT_WIN,FULL4D_CML_CONVERGED,1787,3574,1.5219357
MC1_K2_N1_L4_SP10_P2_R06,10,P2,WHITE,4,6,1,1,-115.672088628138,-115.640671563357,1.64379924609844e-12,0,1,0.179517159017518,0.168920324397102,0.0105968346204159,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5071,10142,4.623695
MC1_K2_N1_L4_SP10_P2_R07,10,P2,WHITE,4,7,1,1,-120.489560598764,-118.844992975663,1.71225964036756e-12,0,1,0.300000000000001,0.531718066577243,-0.231718066577242,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,2919,5838,2.9223055
MC1_K2_N1_L4_SP10_P2_R08,10,P2,WHITE,4,8,1,1,-121.742432441412,-120.898435383579,1.7300640201002e-12,0,1,0.264575131106459,0.373816128575683,-0.109240997469224,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5637,11274,5.0095388
MC1_K2_N1_L4_SP10_P2_R09,10,P2,WHITE,4,9,1,1,-116.982026330657,-116.744855532269,1.6624145804749e-12,0,1,0.5,0.495869273847835,0.00413072615216542,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5561,11122,4.9695177
MC1_K2_N1_L4_SP10_P2_R10,10,P2,WHITE,4,10,1,1,-114.742959419537,-112.721689626549,1.63059552590336e-12,0,1,0.13956995404674,0.391734650882984,-0.252164696836244,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4606,9212,4.1533322
MC1_K2_N1_L4_SP10_P3_R01,10,P3,WHITE,4,1,1,1,-120.923844197119,-120.84939476944,1.71843118148898e-12,0,1,0.0774066304276374,0.163009961770853,-0.0856033313432157,TANGENT_WIN,FULL4D_CML_STATIONARY,1998,3996,1.8129899
MC1_K2_N1_L4_SP10_P3_R02,10,P3,WHITE,4,2,1,1,-123.625993929469,-123.089643885563,1.75683103875413e-12,0,1,0.114690122923807,0.162050167003667,-0.0473600440798602,TANGENT_WIN,FULL4D_CML_CONVERGED,1959,3918,1.8582786
MC1_K2_N1_L4_SP10_P3_R03,10,P3,WHITE,4,3,1,1,-123.80171414462,-123.502056752404,1.75932817320216e-12,0,1,0.40913757798004,0.417330280920068,-0.00819270294002811,TANGENT_WIN,FULL4D_CML_CONVERGED,2403,4806,2.2130353
MC1_K2_N1_L4_SP10_P3_R04,10,P3,WHITE,4,4,1,1,-121.981245063919,-121.513859154109,1.7334577515828e-12,0,1,0.134303251261976,0.227314425388206,-0.0930111741262302,TANGENT_WIN,FULL4D_CML_CONVERGED,4358,8716,3.7367885
MC1_K2_N1_L4_SP10_P3_R05,10,P3,WHITE,4,5,1,1,-108.080212137675,-107.891700807733,1.53591219227671e-12,0,1,0.0803114625030339,0.235181963672544,-0.15487050116951,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4921,9842,4.7477859
MC1_K2_N1_L4_SP10_P3_R06,10,P3,WHITE,4,6,1,1,-121.427210959728,-120.797814397727,1.72558445342088e-12,0,1,0.103835686991158,0.270646633691338,-0.16681094670018,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5325,10650,4.9426629
MC1_K2_N1_L4_SP10_P3_R07,10,P3,WHITE,4,7,1,1,-109.623598578205,-109.624251252576,1.5578450327525e-12,1,0,0.0897744269567399,0.0649998811971414,0.0247745457595985,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,2622,5244,2.7500385
MC1_K2_N1_L4_SP10_P3_R08,10,P3,WHITE,4,8,1,1,-123.750564281827,-122.438772647373,1.75860128993331e-12,0,1,0.552833609687399,0.474881735073288,0.0779518746141115,TANGENT_LOSS,FULL4D_CML_CONVERGED,1547,3094,1.5972315
MC1_K2_N1_L4_SP10_P3_R09,10,P3,WHITE,4,9,1,1,-123.479949404244,-123.070253106799,1.75475562122421e-12,0,1,0.0812968885935342,0.0677106106189661,0.0135862779745681,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5413,10826,4.9905092
MC1_K2_N1_L4_SP10_P3_R10,10,P3,WHITE,4,10,1,1,-122.150784433755,-122.000171304445,1.73586705093605e-12,0,1,0.0906018842077873,0.105456266647428,-0.0148543824396408,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5358,10716,4.6476625
MC1_K2_N1_L4_SP10_P4_R01,10,P4,WHITE,4,1,1,1,-115.441335809401,-115.189290533883,1.64052005131624e-12,0,1,0.183811850990091,0.182871132817712,0.000940718172379063,TANGENT_LOSS,FULL4D_CML_CONVERGED,3976,7952,3.4002046
MC1_K2_N1_L4_SP10_P4_R02,10,P4,WHITE,4,2,1,1,-127.775636100166,-126.704686212412,1.81580100076198e-12,0,1,0.0825800997759841,0.449316903516785,-0.366736803740801,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5292,10584,4.5158524
MC1_K2_N1_L4_SP10_P4_R03,10,P4,WHITE,4,3,1,1,-112.740865223103,-112.26223290298,1.60214405615169e-12,0,1,0.433507707184237,0.477153834484555,-0.0436461273003185,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5358,10716,4.6006838
MC1_K2_N1_L4_SP10_P4_R04,10,P4,WHITE,4,4,1,1,-106.609720970376,-105.342001937777,1.51501525593824e-12,0,1,0.379192294969721,0.417984588339365,-0.0387922933696441,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4852,9704,4.3410617
MC1_K2_N1_L4_SP10_P4_R05,10,P4,WHITE,4,5,1,1,-86.0829095681444,-86.0276456782269,1.22331172133477e-12,0,1,0.138275133032799,0.157640303072181,-0.019365170039382,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4625,9250,4.1811536
MC1_K2_N1_L4_SP10_P4_R06,10,P4,WHITE,4,6,1,1,-124.228665991314,-124.201931653855,1.76539552386592e-12,0,1,0.341636837522738,0.266813590179432,0.0748232473433063,TANGENT_LOSS,FULL4D_CML_CONVERGED,3684,7368,3.2738192
MC1_K2_N1_L4_SP10_P4_R07,10,P4,WHITE,4,7,1,1,-116.333350268977,-114.854408739188,1.65319633920514e-12,0,1,0.258027750614673,0.52636428911078,-0.268336538496107,TANGENT_WIN,FULL4D_CML_STATIONARY,2077,4154,1.9174534
MC1_K2_N1_L4_SP10_P4_R08,10,P4,WHITE,4,8,1,1,-108.748721553635,-108.700948251662,1.54541228246266e-12,0,1,0.183811850990091,0.179862796813262,0.00394905417682898,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4270,8540,3.8099854
MC1_K2_N1_L4_SP10_P4_R09,10,P4,WHITE,4,9,1,1,-105.985260383171,-105.411980456762,1.5061411372581e-12,0,1,0.119382886450971,0.502418694187759,-0.383035807736788,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,3990,7980,3.6151732
MC1_K2_N1_L4_SP10_P4_R10,10,P4,WHITE,4,10,1,1,-109.892524412411,-108.947974432547,1.56166669871156e-12,0,1,0.064976486357578,0.502836737989841,-0.437860251632263,TANGENT_WIN,FULL4D_CML_STATIONARY,4744,9488,4.1921253
MC1_K2_N1_L4_SP14_P1_R01,14,P1,WHITE,4,1,1,1,-121.470021284609,-121.340779447039,1.72619282472807e-12,0,1,0.0727985023913133,0.108347645594448,-0.0355491432031343,TANGENT_WIN,FULL4D_CML_STATIONARY,3965,7930,3.42568
MC1_K2_N1_L4_SP14_P1_R02,14,P1,WHITE,4,2,1,1,-130.432856107865,-130.260245694177,1.85356236823772e-12,0,1,0.141681308325435,0.165394796468458,-0.0237134881430228,TANGENT_WIN,FULL4D_CML_CONVERGED,5152,10304,4.7289976
MC1_K2_N1_L4_SP14_P1_R03,14,P1,WHITE,4,3,1,1,-113.197032078466,-113.34723965252,1.60862657705914e-12,1,0,0.161087055565007,0.131557962182363,0.0295290933826436,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4985,9970,4.4634373
MC1_K2_N1_L4_SP14_P1_R04,14,P1,WHITE,4,4,1,1,-118.326957975568,-118.082192425993,1.68152720868261e-12,0,1,0.151048817691264,0.138551996084939,0.0124968216063246,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5107,10214,4.6285194
MC1_K2_N1_L4_SP14_P1_R05,14,P1,WHITE,4,5,1,1,-125.587408035139,-125.364392292745,1.78470440964615e-12,0,1,0.0875330449238767,0.0988221965127011,-0.0112891515888244,TANGENT_WIN,FULL4D_CML_CONVERGED,4859,9718,4.1368531
MC1_K2_N1_L4_SP14_P1_R06,14,P1,WHITE,4,6,1,1,-125.476078124297,-125.490094655297,1.78312231645772e-12,1,0,0.0631963829195787,0.0848480882355127,-0.021651705315934,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4954,9908,4.2482206
MC1_K2_N1_L4_SP14_P1_R07,14,P1,WHITE,4,7,1,1,-123.054748052288,-122.095507613371,1.74871314658685e-12,0,1,0.132842712474619,0.251535711326923,-0.118692998852304,TANGENT_WIN,FULL4D_CML_STATIONARY,2259,4518,1.9295186
MC1_K2_N1_L4_SP14_P1_R08,14,P1,WHITE,4,8,1,1,-107.125679070441,-107.126873046345,1.52234746153739e-12,1,0,0.0873907110147699,0.0897170719041068,-0.00232636088933692,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4855,9710,4.1667991
MC1_K2_N1_L4_SP14_P1_R09,14,P1,WHITE,4,9,1,1,-121.349547863251,-121.150760724028,1.72448079444011e-12,0,1,0.0484548584381888,0.0978381332102356,-0.0493832747720468,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5027,10054,4.2995115
MC1_K2_N1_L4_SP14_P1_R10,14,P1,WHITE,4,10,1,1,-137.521466744411,-136.943389516569,1.95429758412631e-12,0,1,0.164847966104633,0.131620526324216,0.033227439780417,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4507,9014,3.9939318
MC1_K2_N1_L4_SP14_P2_R01,14,P2,WHITE,4,1,1,1,-118.27826975185,-118.227032209395,1.68083530740901e-12,0,1,0.187861245703725,0.213257536042378,-0.0253962903386528,TANGENT_WIN,FULL4D_CML_CONVERGED,3932,7864,3.338626
MC1_K2_N1_L4_SP14_P2_R02,14,P2,WHITE,4,2,1,1,-113.239876650542,-112.922101787943,1.60923543504825e-12,0,1,0.157375805533654,0.16607361538322,-0.0086978098495665,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5023,10046,4.9628739
MC1_K2_N1_L4_SP14_P2_R03,14,P2,WHITE,4,3,1,1,-132.591372102293,-132.499630980832,1.88423672543497e-12,0,1,0.3,0.260909737383057,0.0390902626169433,TANGENT_LOSS,FULL4D_CML_STATIONARY,1830,3660,1.7979504
MC1_K2_N1_L4_SP14_P2_R04,14,P2,WHITE,4,4,1,1,-118.83823735858,-118.741272677315,1.68879292571347e-12,0,1,0.102218939658367,0.160126552474108,-0.0579076128157412,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5262,10524,5.1482764
MC1_K2_N1_L4_SP14_P2_R05,14,P2,WHITE,4,5,1,1,-124.306377272997,-123.961476664953,1.76649986759965e-12,0,1,0.26212181516274,0.297441651694213,-0.0353198365314734,TANGENT_WIN,FULL4D_CML_CONVERGED,2324,4648,2.1410701
MC1_K2_N1_L4_SP14_P2_R06,14,P2,WHITE,4,6,1,1,-115.733573006982,-115.720837766752,1.64467299167345e-12,0,1,0.105985826745163,0.118543999083935,-0.0125581723387716,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,3680,7360,3.3283754
MC1_K2_N1_L4_SP14_P2_R07,14,P2,WHITE,4,7,1,1,-120.142761975645,-119.370470448754,1.70733133551899e-12,0,1,0.264575131106459,0.275213036880907,-0.0106379057744484,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,1929,3858,2.1091848
MC1_K2_N1_L4_SP14_P2_R08,14,P2,WHITE,4,8,1,1,-122.182355898161,-121.693193787066,1.73631570842987e-12,0,1,0.264575131106459,0.281054156800165,-0.0164790256937056,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,3482,6964,3.2034231
MC1_K2_N1_L4_SP14_P2_R09,14,P2,WHITE,4,9,1,1,-116.297075845088,-115.988772276437,1.65268084863737e-12,0,1,0.499999999999999,0.495999315702772,0.00400068429722727,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5620,11240,5.070395
MC1_K2_N1_L4_SP14_P2_R10,14,P2,WHITE,4,10,1,1,-115.31708974999,-113.312593429002,1.63875440861702e-12,0,1,0.128658479309773,0.366765686176963,-0.23810720686719,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5247,10494,4.6890586
MC1_K2_N1_L4_SP14_P3_R01,14,P3,WHITE,4,1,1,1,-121.053629444408,-120.940299177028,1.72027554078238e-12,0,1,0.0582558873170664,0.16132321209423,-0.103067324777163,TANGENT_WIN,FULL4D_CML_CONVERGED,2433,4866,2.1658792
MC1_K2_N1_L4_SP14_P3_R02,14,P3,WHITE,4,2,1,1,-123.589267750261,-122.743124988405,1.75630912835716e-12,0,1,0.0627959567697843,0.160962472843039,-0.0981665160732543,TANGENT_WIN,FULL4D_CML_CONVERGED,1683,3366,1.5305965
MC1_K2_N1_L4_SP14_P3_R03,14,P3,WHITE,4,3,1,1,-124.064349594059,-123.658471012261,1.7630604474172e-12,0,1,0.329553788290875,0.375929372000855,-0.0463755837099804,TANGENT_WIN,FULL4D_CML_CONVERGED,4341,8682,4.1514737
MC1_K2_N1_L4_SP14_P3_R04,14,P3,WHITE,4,4,1,1,-122.802437739707,-122.087432252156,1.74512760139162e-12,0,1,0.0718143283870306,0.190420977306466,-0.118606648919435,TANGENT_WIN,FULL4D_CML_CONVERGED,4718,9436,4.2190604
MC1_K2_N1_L4_SP14_P3_R05,14,P3,WHITE,4,5,1,1,-108.009619141621,-107.823751244959,1.53490900546588e-12,0,1,0.0769381493980883,0.2033492365944,-0.126411087196312,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4891,9782,4.7733106
MC1_K2_N1_L4_SP14_P3_R06,14,P3,WHITE,4,6,1,1,-121.275824513229,-120.355722952225,1.72343312262383e-12,0,1,0.0871885649540792,0.262346514683343,-0.175157949729264,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5365,10730,4.9929609
MC1_K2_N1_L4_SP14_P3_R07,14,P3,WHITE,4,7,1,1,-109.639298629675,-109.628264164089,1.55806814390296e-12,0,1,0.0802282206451732,0.0575965372137017,0.0226316834314714,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,2612,5224,2.5659909
MC1_K2_N1_L4_SP14_P3_R08,14,P3,WHITE,4,8,1,1,-124.637197105264,-122.583278334332,1.7712011001729e-12,0,1,0.0773149690505543,0.514983266816507,-0.437668297765953,TANGENT_WIN,FULL4D_CML_STATIONARY,4747,9494,5.1132295
MC1_K2_N1_L4_SP14_P3_R09,14,P3,WHITE,4,9,1,1,-122.96345001962,-122.320964387593,1.74741572350882e-12,0,1,0.0775597946892746,0.254755903718522,-0.177196109029247,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5386,10772,5.0319034
MC1_K2_N1_L4_SP14_P3_R10,14,P3,WHITE,4,10,1,1,-122.166318761897,-121.903388464616,1.73608780701638e-12,0,1,0.080858994790246,0.106539917001907,-0.0256809222116614,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5322,10644,4.5661815
MC1_K2_N1_L4_SP14_P4_R01,14,P4,WHITE,4,1,1,1,-115.290806014955,-114.921925537814,1.63838089427706e-12,0,1,0.104809744504941,0.18128402196563,-0.0764742774606885,TANGENT_WIN,FULL4D_CML_CONVERGED,4679,9358,4.044219
MC1_K2_N1_L4_SP14_P4_R02,14,P4,WHITE,4,2,1,1,-128.705260689253,-127.399052296735,1.82901176073717e-12,0,1,0.0669416790427475,0.407331244844724,-0.340389565801976,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5376,10752,4.6116023
MC1_K2_N1_L4_SP14_P4_R03,14,P4,WHITE,4,3,1,1,-113.546301232451,-112.462089837247,1.61358999026292e-12,0,1,0.143765367039434,0.410340515226397,-0.266575148186963,TANGENT_WIN,FULL4D_CML_STATIONARY,3756,7512,3.2354558
MC1_K2_N1_L4_SP14_P4_R04,14,P4,WHITE,4,4,1,1,-107.045709762595,-105.004162304991,1.52121102932192e-12,0,1,0.0663821863149929,0.224100323125822,-0.157718136810829,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4587,9174,4.1664305
MC1_K2_N1_L4_SP14_P4_R05,14,P4,WHITE,4,5,1,1,-85.7739328973646,-85.7788306625953,1.21892089875593e-12,1,0,0.139234118316075,0.161104688553225,-0.0218705702371498,TANGENT_WIN,FULL4D_CML_CONVERGED,4581,9162,4.1540546
MC1_K2_N1_L4_SP14_P4_R06,14,P4,WHITE,4,6,1,1,-124.22339259201,-124.217798957063,1.76532058435455e-12,0,1,0.199366819633571,0.208171085526298,-0.00880426589272743,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4828,9656,4.3344248
MC1_K2_N1_L4_SP14_P4_R07,14,P4,WHITE,4,7,1,1,-115.770534091719,-114.844238456101,1.64519824027876e-12,0,1,0.404705814838882,0.503960251974732,-0.0992544371358497,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4150,8300,3.761847
MC1_K2_N1_L4_SP14_P4_R08,14,P4,WHITE,4,8,1,1,-108.510829843194,-108.379696367963,1.54203163792764e-12,0,1,0.183811850990091,0.173869393330877,0.00994245765921353,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4975,9950,4.4529207
MC1_K2_N1_L4_SP14_P4_R09,14,P4,WHITE,4,9,1,1,-105.544320939462,-105.466632323791,1.49987501088535e-12,0,1,0.112698209994952,0.175235385382128,-0.0625371753871757,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,3826,7652,3.5021159
MC1_K2_N1_L4_SP14_P4_R10,14,P4,WHITE,4,10,1,1,-109.579856347902,-108.985436880239,1.55722341827274e-12,0,1,0.0591901126017333,0.148765421545196,-0.089575308943463,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4639,9278,4.1276523
MC1_K2_N1_L4_SP18_P1_R01,18,P1,WHITE,4,1,1,1,-121.294847990354,-121.214018519774,1.72370346249343e-12,0,1,0.0857675385705412,0.0945700068085104,-0.00880246823796921,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4994,9988,4.32542
MC1_K2_N1_L4_SP18_P1_R02,18,P1,WHITE,4,2,1,1,-130.364629567663,-130.266243019877,1.85259281078719e-12,0,1,0.141681308325435,0.143626112376665,-0.00194480405123032,TANGENT_WIN,FULL4D_CML_CONVERGED,5247,10494,4.540991
MC1_K2_N1_L4_SP18_P1_R03,18,P1,WHITE,4,3,1,1,-112.931093400958,-113.321418374149,1.60484736114992e-12,1,0,0.15407992065944,0.107097744157755,0.0469821765016847,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4997,9994,4.318982
MC1_K2_N1_L4_SP18_P1_R04,18,P1,WHITE,4,4,1,1,-118.596418679451,-118.468808301935,1.68535647559695e-12,0,1,0.150076572754635,0.111618066103327,0.0384585066513084,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4969,9938,4.3139163
MC1_K2_N1_L4_SP18_P1_R05,18,P1,WHITE,4,5,1,1,-125.611463198854,-125.219178865009,1.78504625408286e-12,0,1,0.0685739446901432,0.109718542125618,-0.0411445974354746,TANGENT_WIN,FULL4D_CML_CONVERGED,5184,10368,4.5166475
MC1_K2_N1_L4_SP18_P1_R06,18,P1,WHITE,4,6,1,1,-125.4898888622,-125.553516646481,1.78331857884757e-12,1,0,0.0614947572202997,0.0810421613252146,-0.0195474041049149,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4971,9942,4.2768174
MC1_K2_N1_L4_SP18_P1_R07,18,P1,WHITE,4,7,1,1,-123.032634370794,-121.320619858268,1.74839889227192e-12,0,1,0.0941523896483851,0.168969656268576,-0.0748172666201911,TANGENT_WIN,FULL4D_CML_STATIONARY,2498,4996,2.1293207
MC1_K2_N1_L4_SP18_P1_R08,18,P1,WHITE,4,8,1,1,-107.010586140643,-107.02614739719,1.52071189263329e-12,1,0,0.0614533654534195,0.0654526625574871,-0.00399929710406764,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4966,9932,4.2622173
MC1_K2_N1_L4_SP18_P1_R09,18,P1,WHITE,4,9,1,1,-121.413115374585,-121.443134549204,1.72538414310829e-12,1,0,0.0551858140770407,0.0109870332551724,0.0441987808218683,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4948,9896,4.2667045
MC1_K2_N1_L4_SP18_P1_R10,18,P1,WHITE,4,10,1,1,-137.403820722188,-136.329976648224,1.95262573359668e-12,0,1,0.155760508891953,0.129639360909115,0.0261211479828376,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5305,10610,4.5188344
MC1_K2_N1_L4_SP18_P2_R01,18,P2,WHITE,4,1,1,1,-121.468225017709,-121.042454968824,1.72616729824013e-12,0,1,0.223606797749979,0.255610342050553,-0.0320035443005744,TANGENT_WIN,FULL4D_CML_STATIONARY,2947,5894,2.5251642
MC1_K2_N1_L4_SP18_P2_R02,18,P2,WHITE,4,2,1,1,-113.292106971155,-112.550467915699,1.60997767254621e-12,0,1,0.264575131106459,0.210775470357988,0.0537996607484714,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5179,10358,4.6971649
MC1_K2_N1_L4_SP18_P2_R03,18,P2,WHITE,4,3,1,1,-132.477166243484,-132.2624298093,1.88261376256781e-12,0,1,0.223606797749979,0.238910335476795,-0.0153035377268162,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4736,9472,4.7128865
MC1_K2_N1_L4_SP18_P2_R04,18,P2,WHITE,4,4,1,1,-120.75429698702,-120.537105556477,1.7160217707189e-12,0,1,0.103551792363482,0.150704763412237,-0.0471529710487546,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4225,8450,3.7372763
MC1_K2_N1_L4_SP18_P2_R05,18,P2,WHITE,4,5,1,1,-124.693289273565,-124.252618081795,1.77199821782729e-12,0,1,0.183840100571009,0.245817511251732,-0.0619774106807234,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,2213,4426,2.3879257
MC1_K2_N1_L4_SP18_P2_R06,18,P2,WHITE,4,6,1,1,-115.720635712485,-115.819778230581,1.64448914166094e-12,1,0,0.0698975278619618,0.0826912845341469,-0.0127937566721851,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,2480,4960,2.2911804
MC1_K2_N1_L4_SP18_P2_R07,18,P2,WHITE,4,7,1,1,-120.362807007192,-119.850171732816,1.7104583634931e-12,0,1,0.223606797749979,0.240407263077161,-0.0168004653271816,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,2353,4706,2.1968318
